impression_time,user_id,logged_position,user_affinity,item_quality,price,prior_clicks,clicked
2024-04-03T12:00:00,1,5,-0.989,-0.987,102.98,35,0
2024-04-03T12:00:00,1,6,-0.989,-0.331,58.39,28,0
2024-04-03T12:00:00,1,7,-0.989,0.501,77.11,58,0
2024-04-03T12:00:00,1,8,-0.989,0.541,21.98,44,0
2024-04-03T12:00:00,1,9,-0.989,-0.75,73.82,8,0
2024-04-03T12:00:00,1,10,-0.989,-0.514,34.45,45,0
2024-04-03T12:00:00,2,1,0.846,0.128,87.25,36,0
2024-04-03T12:00:00,2,2,0.846,-0.076,43.58,28,0
2024-04-03T12:00:00,2,3,0.846,-0.689,112.65,51,0
2024-04-03T12:00:00,2,4,0.846,-0.973,50.22,14,0
2024-04-03T12:00:00,2,5,0.846,-0.47,12.2,19,0
2024-04-03T12:00:00,2,6,0.846,0.009,118.53,5,0
2024-04-03T12:00:00,2,7,0.846,0.532,21.79,51,1
2024-04-03T12:00:00,2,8,0.846,0.544,109.98,5,0
2024-04-03T12:00:00,2,9,0.846,0.303,77.52,36,0
2024-04-03T12:00:00,2,10,0.846,-0.517,26.72,41,0
2024-04-03T12:00:00,3,1,-0.997,0.072,41.17,49,0
2024-04-03T12:00:00,3,2,-0.997,-0.249,56.96,7,0
2024-04-03T12:00:00,3,3,-0.997,0.604,22.97,25,1
2024-04-03T12:00:00,3,4,-0.997,-0.102,57.27,56,0
2024-04-03T12:00:00,3,5,-0.997,0.503,78.75,0,0
2024-04-03T12:00:00,3,6,-0.997,-0.937,70.66,49,0
2024-04-03T12:00:00,3,7,-0.997,0.152,115.48,32,0
2024-04-03T12:00:00,3,8,-0.997,0.712,22.8,29,0
2024-04-03T12:00:00,3,9,-0.997,0.54,107.42,34,0
2024-04-03T12:00:00,3,10,-0.997,-0.647,108.9,45,0
2024-04-03T12:00:00,4,1,0.318,0.37,13.45,41,0
2024-04-03T12:00:00,4,2,0.318,0.033,98.33,9,0
2024-04-03T12:00:00,4,3,0.318,0.584,77.11,46,1
2024-04-03T12:00:00,4,4,0.318,0.742,109.42,48,1
2024-04-03T12:00:00,4,5,0.318,-0.396,74.08,24,0
2024-04-03T12:00:00,4,6,0.318,-0.8,38.26,19,0
2024-04-03T12:00:00,4,7,0.318,0.741,109.59,38,0
2024-04-03T12:00:00,4,8,0.318,0.984,29.24,26,0
2024-04-03T12:00:00,4,9,0.318,-0.43,111.24,32,0
2024-04-03T12:00:00,4,10,0.318,-0.356,31.07,55,0
2024-04-03T12:00:00,5,1,0.663,0.407,77.29,32,0
2024-04-03T12:00:00,5,2,0.663,-0.601,53.07,22,0
2024-04-03T12:00:00,5,3,0.663,-0.954,79.6,55,1
2024-04-03T12:00:00,5,4,0.663,-0.47,14.84,21,0
2024-04-03T12:00:00,5,5,0.663,0.521,96.07,23,0
2024-04-03T12:00:00,5,6,0.663,-0.786,95.84,7,0
2024-04-03T12:00:00,5,7,0.663,-0.825,78.88,1,0
2024-04-03T12:00:00,5,8,0.663,0.568,11.69,50,0
2024-04-03T12:00:00,5,9,0.663,-0.142,84.21,50,0
2024-04-03T12:00:00,5,10,0.663,-0.823,81.73,50,0
2024-04-03T12:00:00,6,1,-0.209,0.48,48.77,25,0
2024-04-03T12:00:00,6,2,-0.209,-0.129,108.86,34,0
2024-04-03T12:00:00,6,3,-0.209,-0.214,89.16,56,0
2024-04-03T12:00:00,6,4,-0.209,-0.81,15.2,14,0
2024-04-03T12:00:00,6,5,-0.209,0.372,67.95,12,0
2024-04-03T12:00:00,6,6,-0.209,0.922,12.26,42,0
2024-04-03T12:00:00,6,7,-0.209,0.431,119.6,29,0
2024-04-03T12:00:00,6,8,-0.209,0.752,26.62,37,0
2024-04-03T12:00:00,6,9,-0.209,0.01,22.41,13,0
2024-04-03T12:00:00,6,10,-0.209,0.446,11.25,22,1
2024-04-03T12:00:00,7,1,-0.424,-0.183,47.27,40,0
2024-04-03T12:00:00,7,2,-0.424,-0.247,66.56,41,0
2024-04-03T12:00:00,7,3,-0.424,0.187,41.11,16,0
2024-04-03T12:00:00,7,4,-0.424,-0.016,49.95,48,0
2024-04-03T12:00:00,7,5,-0.424,0.847,102.23,33,0
2024-04-03T12:00:00,7,6,-0.424,-0.358,96.19,41,0
2024-04-03T12:00:00,7,7,-0.424,0.121,70.23,43,0
2024-04-03T12:00:00,7,8,-0.424,-0.914,22.69,19,0
2024-04-03T12:00:00,7,9,-0.424,-0.725,104.77,30,0
2024-04-03T12:00:00,7,10,-0.424,-0.928,60.01,36,0
2024-04-03T12:00:00,8,1,-0.987,0.649,49.67,2,0
2024-04-03T12:00:00,8,2,-0.987,-0.103,112.58,50,0
2024-04-03T12:00:00,8,3,-0.987,0.877,16.33,19,0
2024-04-03T12:00:00,8,4,-0.987,0.375,101.31,50,0
2024-04-03T12:00:00,8,5,-0.987,-0.607,119.83,6,0
2024-04-03T12:00:00,8,6,-0.987,-0.914,63.44,27,0
2024-04-03T12:00:00,8,7,-0.987,-0.48,77.02,9,0
2024-04-03T12:00:00,8,8,-0.987,0.006,56.28,51,0
2024-04-03T12:00:00,8,9,-0.987,0.661,73.11,46,0
2024-04-03T12:00:00,8,10,-0.987,0.845,16.1,11,0
2024-04-03T12:00:00,9,1,0.158,-0.474,9.77,50,0
2024-04-03T12:00:00,9,2,0.158,-0.07,69.5,40,1
2024-04-03T12:00:00,9,3,0.158,-0.716,99.91,35,0
2024-04-03T12:00:00,9,4,0.158,-0.716,85.66,41,0
2024-04-03T12:00:00,9,5,0.158,0.172,79.11,27,0
2024-04-03T12:00:00,9,6,0.158,-0.37,82.84,55,0
2024-04-03T12:00:00,9,7,0.158,-0.399,68.33,54,0
2024-04-03T12:00:00,9,8,0.158,-0.506,75.22,56,0
2024-04-03T12:00:00,9,9,0.158,-0.783,32.92,47,0
2024-04-03T12:00:00,9,10,0.158,0.602,30.68,55,0
2024-04-03T12:00:00,10,1,0.323,-0.985,27.02,11,0
2024-04-03T12:00:00,10,2,0.323,-0.75,112.44,52,0
2024-04-03T12:00:00,10,3,0.323,-0.38,86.5,7,0
2024-04-03T12:00:00,10,4,0.323,-0.029,83.39,1,0
2024-04-03T12:00:00,10,5,0.323,0.506,55.24,55,0
2024-04-03T12:00:00,10,6,0.323,-0.781,58.54,47,0
2024-04-03T12:00:00,10,7,0.323,-0.755,56.04,29,0
2024-04-03T12:00:00,10,8,0.323,0.461,101.17,8,0
2024-04-03T12:00:00,10,9,0.323,0.948,109.01,44,0
2024-04-03T12:00:00,10,10,0.323,0.202,84.37,34,0
2024-04-03T12:00:00,11,1,0.108,0.431,92.47,54,0
2024-04-03T12:00:00,11,2,0.108,-0.107,112.91,43,0
2024-04-03T12:00:00,11,3,0.108,-0.65,76.5,8,0
2024-04-03T12:00:00,11,4,0.108,-0.052,41.36,57,0
2024-04-03T12:00:00,11,5,0.108,0.802,20.66,0,0
2024-04-03T12:00:00,11,6,0.108,0.682,24.8,4,0
2024-04-03T12:00:00,11,7,0.108,0.438,71.43,59,0
2024-04-03T12:00:00,11,8,0.108,0.18,56.01,39,0
2024-04-03T12:00:00,11,9,0.108,-0.213,92.16,50,0
2024-04-03T12:00:00,11,10,0.108,-0.616,100.87,25,0
2024-04-03T12:00:00,12,1,-0.359,0.741,82.9,17,0
2024-04-03T12:00:00,12,2,-0.359,0.831,111.63,23,0
2024-04-03T12:00:00,12,3,-0.359,0.476,30.06,21,0
2024-04-03T12:00:00,12,4,-0.359,-0.906,89.06,12,0
2024-04-03T12:00:00,12,5,-0.359,-0.849,13.61,6,0
2024-04-03T12:00:00,12,6,-0.359,-0.421,64.28,32,0
2024-04-03T12:00:00,12,7,-0.359,-0.497,41.68,7,0
2024-04-03T12:00:00,12,8,-0.359,-0.681,101.08,34,0
2024-04-03T12:00:00,12,9,-0.359,-0.269,11.24,49,0
2024-04-03T12:00:00,12,10,-0.359,0.136,106.43,53,0
2024-04-03T12:00:00,13,1,-0.164,-0.58,97.99,39,0
2024-04-03T12:00:00,13,2,-0.164,0.359,56.32,16,0
2024-04-03T12:00:00,13,3,-0.164,-0.029,46.52,0,0
2024-04-03T12:00:00,13,4,-0.164,-0.994,100.01,1,0
2024-04-03T12:00:00,13,5,-0.164,0.456,39.04,8,0
2024-04-03T12:00:00,13,6,-0.164,-0.489,64.58,8,0
2024-04-03T12:00:00,13,7,-0.164,-0.663,118.62,21,0
2024-04-03T12:00:00,13,8,-0.164,-0.458,26.17,24,0
2024-04-03T12:00:00,13,9,-0.164,0.748,73.49,37,0
2024-04-03T12:00:00,13,10,-0.164,0.015,67.95,22,0
2024-04-04T12:00:00,0,1,-0.517,0.754,96.33,26,0
2024-04-04T12:00:00,0,2,-0.517,0.097,10.94,16,0
2024-04-04T12:00:00,0,3,-0.517,-0.155,34.12,53,0
2024-04-04T12:00:00,0,4,-0.517,-0.077,85.43,5,0
2024-04-04T12:00:00,0,5,-0.517,-0.155,36.88,2,0
2024-04-04T12:00:00,0,6,-0.517,0.248,47.39,47,0
2024-04-04T12:00:00,0,7,-0.517,0.066,76.96,11,0
2024-04-04T12:00:00,0,8,-0.517,-0.764,100.43,24,0
2024-04-04T12:00:00,0,9,-0.517,0.102,40.77,48,0
2024-04-04T12:00:00,0,10,-0.517,-0.086,44.18,26,0
2024-04-04T12:00:00,1,1,-0.574,-0.974,73.66,23,0
2024-04-04T12:00:00,1,2,-0.574,0.972,57.7,56,0
2024-04-04T12:00:00,1,3,-0.574,0.802,65.62,14,0
2024-04-04T12:00:00,1,4,-0.574,-0.917,102.74,32,0
2024-04-04T12:00:00,1,5,-0.574,0.304,83.5,45,0
2024-04-04T12:00:00,1,6,-0.574,0.803,25.16,0,0
2024-04-04T12:00:00,1,7,-0.574,0.025,8.79,10,0
2024-04-04T12:00:00,1,8,-0.574,0.764,39.4,14,0
2024-04-04T12:00:00,1,9,-0.574,-0.663,34.06,29,0
2024-04-04T12:00:00,1,10,-0.574,0.637,91.68,27,0
2024-04-04T12:00:00,2,1,-0.346,0.221,101.36,45,0
2024-04-04T12:00:00,2,2,-0.346,0.618,51.88,23,0
2024-04-04T12:00:00,2,3,-0.346,-0.05,50.16,12,0
2024-04-04T12:00:00,2,4,-0.346,0.805,75.28,9,0
2024-04-04T12:00:00,2,5,-0.346,-0.192,96.26,54,0
2024-04-04T12:00:00,2,6,-0.346,-0.827,9.77,4,0
2024-04-04T12:00:00,2,7,-0.346,-0.307,16.58,16,0
2024-04-04T12:00:00,2,8,-0.346,0.755,38.47,38,0
2024-04-04T12:00:00,2,9,-0.346,0.384,98.45,20,0
2024-04-04T12:00:00,2,10,-0.346,-0.706,44.45,35,0
2024-04-04T12:00:00,3,1,-0.352,0.138,18.42,36,0
2024-04-04T12:00:00,3,2,-0.352,0.39,20.93,25,1
2024-04-04T12:00:00,3,3,-0.352,0.586,10.94,42,0
2024-04-04T12:00:00,3,4,-0.352,0.374,108.15,49,0
2024-04-04T12:00:00,3,5,-0.352,0.478,58.24,4,0
2024-04-04T12:00:00,3,6,-0.352,-0.281,74.07,12,0
2024-04-04T12:00:00,3,7,-0.352,-0.197,52.74,34,0
2024-04-04T12:00:00,3,8,-0.352,0.088,9.27,28,0
2024-04-04T12:00:00,3,9,-0.352,-0.368,69.07,13,0
2024-04-04T12:00:00,3,10,-0.352,-0.752,85.29,41,0
2024-04-04T12:00:00,4,1,0.788,0.572,76.54,34,0
2024-04-04T12:00:00,4,2,0.788,-0.348,110.45,45,0
2024-04-04T12:00:00,4,3,0.788,0.043,20.64,47,1
2024-04-04T12:00:00,4,4,0.788,-0.082,72.93,25,0
2024-04-04T12:00:00,4,5,0.788,-0.391,72.08,59,0
2024-04-04T12:00:00,4,6,0.788,-0.081,104.25,28,0
2024-04-04T12:00:00,4,7,0.788,0.011,79.87,24,0
2024-04-04T12:00:00,4,8,0.788,0.11,64.49,6,0
2024-04-04T12:00:00,4,9,0.788,-0.869,115.49,11,0
2024-04-04T12:00:00,4,10,0.788,0.815,44.51,37,0
2024-04-04T12:00:00,5,1,-0.573,0.412,95.71,20,0
2024-04-04T12:00:00,5,2,-0.573,-0.384,62.63,26,0
2024-04-04T12:00:00,5,3,-0.573,-0.032,100.11,44,0
2024-04-04T12:00:00,5,4,-0.573,0.222,82.55,49,0
2024-04-04T12:00:00,5,5,-0.573,0.373,58.89,26,0
2024-04-04T12:00:00,5,6,-0.573,0.297,10.93,18,0
2024-04-04T12:00:00,5,7,-0.573,0.268,69.85,4,0
2024-04-04T12:00:00,5,8,-0.573,-0.805,102.95,60,0
2024-04-04T12:00:00,5,9,-0.573,0.556,110.62,10,0
2024-04-04T12:00:00,5,10,-0.573,0.649,45.23,14,0
2024-04-04T12:00:00,6,1,-0.296,-0.72,109.65,34,0
2024-04-04T12:00:00,6,2,-0.296,0.056,27.5,23,0
2024-04-04T12:00:00,6,3,-0.296,-0.34,63.67,13,0
2024-04-04T12:00:00,6,4,-0.296,0.511,114.03,20,0
2024-04-04T12:00:00,6,5,-0.296,-0.712,107.64,27,0
2024-04-04T12:00:00,6,6,-0.296,-0.904,113.89,57,0
2024-04-04T12:00:00,6,7,-0.296,0.348,69.41,5,0
2024-04-04T12:00:00,6,8,-0.296,0.037,68.44,11,0
2024-04-04T12:00:00,6,9,-0.296,0.558,49.66,40,0
2024-04-04T12:00:00,6,10,-0.296,0.342,14.44,43,0
2024-04-04T12:00:00,7,1,0.781,-0.083,29.26,0,0
2024-04-04T12:00:00,7,2,0.781,0.274,105.33,47,1
2024-04-04T12:00:00,7,3,0.781,-0.912,74.98,0,1
2024-04-04T12:00:00,7,4,0.781,-0.863,29.59,24,0
2024-04-04T12:00:00,7,5,0.781,0.788,118.86,4,0
2024-04-04T12:00:00,7,6,0.781,-0.09,42.24,46,1
2024-04-04T12:00:00,7,7,0.781,0.758,67.37,60,1
2024-04-04T12:00:00,7,8,0.781,-0.088,68.37,60,0
2024-04-04T12:00:00,7,9,0.781,-0.338,69.7,3,0
2024-04-04T12:00:00,7,10,0.781,0.855,14.66,26,0
2024-04-04T12:00:00,8,1,-0.438,-0.887,98.93,35,0
2024-04-04T12:00:00,8,2,-0.438,0.904,13.27,12,1
2024-04-04T12:00:00,8,3,-0.438,-0.745,61.34,15,0
2024-04-04T12:00:00,8,4,-0.438,0.027,53.78,30,1
2024-04-04T12:00:00,8,5,-0.438,0.274,110.56,20,0
2024-04-04T12:00:00,8,6,-0.438,0.948,89.36,54,0
2024-04-04T12:00:00,8,7,-0.438,-0.917,17.69,10,0
2024-04-04T12:00:00,8,8,-0.438,0.363,87.1,48,0
2024-04-04T12:00:00,8,9,-0.438,-0.949,46.83,2,0
2024-04-04T12:00:00,8,10,-0.438,0.339,50.7,41,0
2024-04-04T12:00:00,9,1,0.347,-0.099,103.36,7,0
2024-04-04T12:00:00,9,2,0.347,0.777,30.13,58,1
2024-04-04T12:00:00,9,3,0.347,-0.463,90.55,37,0
2024-04-04T12:00:00,9,4,0.347,0.208,50.09,9,0
2024-04-04T12:00:00,9,5,0.347,-0.296,97.56,52,0
2024-04-04T12:00:00,9,6,0.347,-0.15,24.9,16,0
2024-04-04T12:00:00,9,7,0.347,-0.363,37.66,45,0
2024-04-04T12:00:00,9,8,0.347,0.328,11.61,0,0
2024-04-04T12:00:00,9,9,0.347,-0.821,72.07,26,0
2024-04-04T12:00:00,9,10,0.347,0.136,24.83,37,0
2024-04-04T12:00:00,10,1,-0.804,0.014,30.01,10,1
2024-04-04T12:00:00,10,2,-0.804,-0.918,41.62,39,0
2024-04-04T12:00:00,10,3,-0.804,-0.584,20.11,46,0
2024-04-04T12:00:00,10,4,-0.804,-0.398,12.29,55,0
2024-04-04T12:00:00,10,5,-0.804,0.647,88.05,46,1
2024-04-04T12:00:00,10,6,-0.804,-0.958,115.11,3,0
2024-04-04T12:00:00,10,7,-0.804,-0.023,63.99,54,0
2024-04-04T12:00:00,10,8,-0.804,-0.28,8.26,14,0
2024-04-04T12:00:00,10,9,-0.804,-0.097,85.68,60,0
2024-04-04T12:00:00,10,10,-0.804,0.62,60.09,53,0
2024-04-04T12:00:00,11,1,-0.568,0.07,39.47,39,0
2024-04-04T12:00:00,11,2,-0.568,0.875,72.45,4,0
2024-04-04T12:00:00,11,3,-0.568,-0.475,72.64,57,0
2024-04-04T12:00:00,11,4,-0.568,-0.597,74.49,60,0
2024-04-04T12:00:00,11,5,-0.568,0.014,60.62,15,0
2024-04-04T12:00:00,11,6,-0.568,0.301,65.52,1,0
2024-04-04T12:00:00,11,7,-0.568,0.493,10.66,46,0
2024-04-04T12:00:00,11,8,-0.568,-0.333,22.23,12,0
2024-04-04T12:00:00,11,9,-0.568,0.354,64.8,14,0
2024-04-04T12:00:00,11,10,-0.568,0.668,17.22,13,0
2024-04-04T12:00:00,12,1,0.034,0.14,34.59,12,0
2024-04-04T12:00:00,12,2,0.034,-0.775,21.93,20,0
2024-04-04T12:00:00,12,3,0.034,-0.674,117.95,14,0
2024-04-04T12:00:00,12,4,0.034,-0.064,67.41,60,0
2024-04-04T12:00:00,12,5,0.034,0.881,26.6,26,0
2024-04-04T12:00:00,12,6,0.034,-0.718,15.11,14,0
2024-04-04T12:00:00,12,7,0.034,0.172,83.47,15,0
2024-04-04T12:00:00,12,8,0.034,0.868,106.44,48,0
2024-04-04T12:00:00,12,9,0.034,0.136,76.61,32,0
2024-04-04T12:00:00,12,10,0.034,-0.699,103.82,30,0
2024-04-04T12:00:00,13,1,0.906,0.752,50.06,43,1
2024-04-04T12:00:00,13,2,0.906,-0.918,112.43,59,1
2024-04-04T12:00:00,13,3,0.906,0.367,26.42,38,1
2024-04-04T12:00:00,13,4,0.906,0.581,88.08,34,1
2024-04-04T12:00:00,13,5,0.906,0.971,111.37,16,0
2024-04-04T12:00:00,13,6,0.906,-0.729,55.71,11,0
2024-04-04T12:00:00,13,7,0.906,-0.065,82.03,56,0
2024-04-04T12:00:00,13,8,0.906,-0.481,108.39,50,0
2024-04-04T12:00:00,13,9,0.906,0.387,114.58,53,0
2024-04-04T12:00:00,13,10,0.906,-0.783,63.88,6,0
2024-04-05T12:00:00,0,1,0.486,0.942,23.77,56,1
2024-04-05T12:00:00,0,2,0.486,-0.089,118.83,57,1
2024-04-05T12:00:00,0,3,0.486,0.921,82.72,47,0
2024-04-05T12:00:00,0,4,0.486,-0.454,49.16,50,0
2024-04-05T12:00:00,0,5,0.486,-0.668,24.2,4,0
2024-04-05T12:00:00,0,6,0.486,0.734,43.61,1,0
2024-04-05T12:00:00,0,7,0.486,0.381,69.04,35,0
2024-04-05T12:00:00,0,8,0.486,-0.644,29.86,59,0
2024-04-05T12:00:00,0,9,0.486,-0.382,92.08,11,0
2024-04-05T12:00:00,0,10,0.486,0.426,104.76,16,0
2024-04-05T12:00:00,1,1,-0.406,0.249,72.82,5,0
2024-04-05T12:00:00,1,2,-0.406,-0.331,95.78,49,0
2024-04-05T12:00:00,1,3,-0.406,0.891,61.3,38,1
2024-04-05T12:00:00,1,4,-0.406,0.409,21.18,18,0
2024-04-05T12:00:00,1,5,-0.406,0.395,31.56,1,0
2024-04-05T12:00:00,1,6,-0.406,0.461,11.7,0,0
2024-04-05T12:00:00,1,7,-0.406,0.437,37.45,35,0
2024-04-05T12:00:00,1,8,-0.406,0.874,113.27,58,0
2024-04-05T12:00:00,1,9,-0.406,0.584,112.38,32,0
2024-04-05T12:00:00,1,10,-0.406,-0.508,27.2,22,0
2024-04-05T12:00:00,2,1,0.37,-0.164,15.52,39,0
2024-04-05T12:00:00,2,2,0.37,-0.793,54.67,46,1
2024-04-05T12:00:00,2,3,0.37,0.934,99.07,27,0
2024-04-05T12:00:00,2,4,0.37,0.18,18.43,31,0
2024-04-05T12:00:00,2,5,0.37,0.672,118.6,28,1
2024-04-05T12:00:00,2,6,0.37,0.856,22.09,25,0
2024-04-05T12:00:00,2,7,0.37,-0.947,98.55,14,0
2024-04-05T12:00:00,2,8,0.37,0.603,78.96,40,1
2024-04-05T12:00:00,2,9,0.37,0.786,7.98,40,0
2024-04-05T12:00:00,2,10,0.37,0.609,94.7,37,0
2024-04-05T12:00:00,3,1,0.548,-0.577,23.69,60,0
2024-04-05T12:00:00,3,2,0.548,-0.692,44.54,25,0
2024-04-05T12:00:00,3,3,0.548,-0.275,74.55,54,0
2024-04-05T12:00:00,3,4,0.548,-0.426,91.07,39,0
2024-04-05T12:00:00,3,5,0.548,0.295,23.42,46,0
2024-04-05T12:00:00,3,6,0.548,0.934,10.88,33,0
2024-04-05T12:00:00,3,7,0.548,-0.15,57.4,9,0
2024-04-05T12:00:00,3,8,0.548,-0.076,35.14,1,0
2024-04-05T12:00:00,3,9,0.548,-0.777,43.69,12,0
2024-04-05T12:00:00,3,10,0.548,0.057,114.03,54,0
2024-04-05T12:00:00,4,1,-0.828,0.739,51.72,39,0
2024-04-05T12:00:00,4,2,-0.828,0.318,109.57,0,0
2024-04-05T12:00:00,4,3,-0.828,-0.102,70.41,43,0
2024-04-05T12:00:00,4,4,-0.828,-0.08,15.16,38,0
2024-04-05T12:00:00,4,5,-0.828,0.045,21.79,1,0
2024-04-05T12:00:00,4,6,-0.828,-0.037,87.87,0,0
2024-04-05T12:00:00,4,7,-0.828,-0.832,17.97,0,0
2024-04-05T12:00:00,4,8,-0.828,0.604,37.22,25,0
2024-04-05T12:00:00,4,9,-0.828,0.465,55.47,26,0
2024-04-05T12:00:00,4,10,-0.828,0.111,113.06,29,0
2024-04-05T12:00:00,5,1,-0.838,0.232,57.9,53,0
2024-04-05T12:00:00,5,2,-0.838,0.008,85.87,46,0
2024-04-05T12:00:00,5,3,-0.838,-0.084,72.05,8,0
2024-04-05T12:00:00,5,4,-0.838,0.816,71.53,7,0
2024-04-05T12:00:00,5,5,-0.838,0.819,54.49,60,0
2024-04-05T12:00:00,5,6,-0.838,0.695,45.51,20,0
2024-04-05T12:00:00,5,7,-0.838,-0.608,78.18,39,0
2024-04-05T12:00:00,5,8,-0.838,0.177,93.72,36,0
2024-04-05T12:00:00,5,9,-0.838,-0.742,101.97,8,0
2024-04-05T12:00:00,5,10,-0.838,0.4,63.38,47,0
2024-04-05T12:00:00,6,1,0.346,-0.173,116.3,36,0
2024-04-05T12:00:00,6,2,0.346,-0.653,97.19,24,0
2024-04-05T12:00:00,6,3,0.346,0.155,15.83,11,1
2024-04-05T12:00:00,6,4,0.346,0.151,108.6,12,0
2024-04-05T12:00:00,6,5,0.346,0.28,33.51,9,0
2024-04-05T12:00:00,6,6,0.346,0.708,81.98,39,0
2024-04-05T12:00:00,6,7,0.346,-0.994,21.62,0,0
2024-04-05T12:00:00,6,8,0.346,0.23,39.66,35,0
2024-04-05T12:00:00,6,9,0.346,-0.441,95.3,16,0
2024-04-05T12:00:00,6,10,0.346,-0.799,82.74,41,0
2024-04-05T12:00:00,7,1,0.233,-0.13,100.83,2,1
2024-04-05T12:00:00,7,2,0.233,-0.865,83.82,12,0
2024-04-05T12:00:00,7,3,0.233,-0.11,98.21,47,0
2024-04-05T12:00:00,7,4,0.233,-0.231,19.74,45,0
2024-04-05T12:00:00,7,5,0.233,-0.415,104.91,7,0
2024-04-05T12:00:00,7,6,0.233,-0.128,102.23,54,0
2024-04-05T12:00:00,7,7,0.233,0.535,33.5,29,0
2024-04-05T12:00:00,7,8,0.233,0.3,109.75,33,0
2024-04-05T12:00:00,7,9,0.233,-0.419,49.79,43,0
2024-04-05T12:00:00,7,10,0.233,-0.803,14.53,47,0
2024-04-05T12:00:00,8,1,0.092,-0.985,48.44,27,1
2024-04-05T12:00:00,8,2,0.092,0.208,24.86,46,1
2024-04-05T12:00:00,8,3,0.092,0.756,113.97,24,0
2024-04-05T12:00:00,8,4,0.092,0.155,68.08,27,0
2024-04-05T12:00:00,8,5,0.092,0.451,7.09,17,0
2024-04-05T12:00:00,8,6,0.092,-0.292,64.39,2,0
2024-04-05T12:00:00,8,7,0.092,-0.873,116.78,21,0
2024-04-05T12:00:00,8,8,0.092,0.848,10.79,20,0
2024-04-05T12:00:00,8,9,0.092,-0.102,77.31,31,0
2024-04-05T12:00:00,8,10,0.092,-0.097,23.12,16,0
2024-04-05T12:00:00,9,1,-0.251,0.454,51.31,30,1
2024-04-05T12:00:00,9,2,-0.251,-0.434,106.27,25,1
2024-04-05T12:00:00,9,3,-0.251,0.11,106.52,8,0
2024-04-05T12:00:00,9,4,-0.251,-0.627,44.15,57,0
2024-04-05T12:00:00,9,5,-0.251,-0.098,95.15,60,1
2024-04-05T12:00:00,9,6,-0.251,-0.243,75.07,15,0
2024-04-05T12:00:00,9,7,-0.251,0.202,33.8,18,0
2024-04-05T12:00:00,9,8,-0.251,-0.407,116.37,30,0
2024-04-05T12:00:00,9,9,-0.251,-0.784,76.17,50,0
2024-04-05T12:00:00,9,10,-0.251,0.88,113.51,15,0
2024-04-05T12:00:00,10,1,0.221,-0.505,72.37,28,0
2024-04-05T12:00:00,10,2,0.221,-0.405,95.84,13,0
2024-04-05T12:00:00,10,3,0.221,-0.529,95.27,59,0
2024-04-05T12:00:00,10,4,0.221,-0.366,107.36,31,0
2024-04-05T12:00:00,10,5,0.221,0.534,88.29,53,0
2024-04-05T12:00:00,10,6,0.221,0.419,44.63,18,0
2024-04-05T12:00:00,10,7,0.221,-0.963,72.43,46,0
2024-04-05T12:00:00,10,8,0.221,-0.142,18.78,32,1
2024-04-05T12:00:00,10,9,0.221,0.917,50.1,48,0
2024-04-05T12:00:00,10,10,0.221,-0.948,11.6,45,0
2024-04-05T12:00:00,11,1,0.39,0.292,51.0,0,0
2024-04-05T12:00:00,11,2,0.39,0.977,59.52,22,1
2024-04-05T12:00:00,11,3,0.39,0.56,80.65,48,1
2024-04-05T12:00:00,11,4,0.39,0.625,18.2,25,0
2024-04-05T12:00:00,11,5,0.39,0.692,77.57,11,0
2024-04-05T12:00:00,11,6,0.39,-0.15,80.68,11,0
2024-04-05T12:00:00,11,7,0.39,-0.059,85.44,13,0
2024-04-05T12:00:00,11,8,0.39,0.203,34.19,11,0
2024-04-05T12:00:00,11,9,0.39,0.297,60.77,15,0
2024-04-05T12:00:00,11,10,0.39,0.207,105.57,17,0
2024-04-05T12:00:00,12,1,-0.319,0.481,29.76,37,0
2024-04-05T12:00:00,12,2,-0.319,0.612,113.38,46,0
2024-04-05T12:00:00,12,3,-0.319,0.82,96.99,2,0
2024-04-05T12:00:00,12,4,-0.319,0.057,56.12,21,0
2024-04-05T12:00:00,12,5,-0.319,0.627,75.17,54,0
2024-04-05T12:00:00,12,6,-0.319,-0.916,31.1,40,0
2024-04-05T12:00:00,12,7,-0.319,0.832,94.18,55,0
2024-04-05T12:00:00,12,8,-0.319,-0.162,48.6,58,0
2024-04-05T12:00:00,12,9,-0.319,-0.174,11.55,15,0
2024-04-05T12:00:00,12,10,-0.319,-0.872,79.51,47,0
2024-04-05T12:00:00,13,1,-0.83,0.222,44.3,2,0
2024-04-05T12:00:00,13,2,-0.83,0.963,41.78,24,0
2024-04-05T12:00:00,13,3,-0.83,-0.843,8.16,13,0
2024-04-05T12:00:00,13,4,-0.83,0.874,98.41,16,0
2024-04-05T12:00:00,13,5,-0.83,-0.324,83.79,52,0
2024-04-05T12:00:00,13,6,-0.83,-0.276,111.32,37,0
2024-04-05T12:00:00,13,7,-0.83,0.918,28.05,17,0
2024-04-05T12:00:00,13,8,-0.83,0.346,52.11,5,0
2024-04-05T12:00:00,13,9,-0.83,0.712,47.34,13,0
2024-04-05T12:00:00,13,10,-0.83,0.63,96.05,37,0
2024-04-06T12:00:00,0,1,-0.569,0.791,24.12,24,0
2024-04-06T12:00:00,0,2,-0.569,0.223,72.86,43,0
2024-04-06T12:00:00,0,3,-0.569,0.435,14.77,19,1
2024-04-06T12:00:00,0,4,-0.569,-0.46,66.35,16,0
