event_time,amount,transactions_1h,billing_country_matches,card_age_days,hour_utc,is_fraud
2024-02-21T13:00:00,186.17,12,1,2342,13,0
2024-02-21T14:00:00,11.31,12,1,2156,14,0
2024-02-21T15:00:00,164.14,1,1,2334,15,0
2024-02-21T16:00:00,68.97,6,1,2084,16,0
2024-02-21T17:00:00,698.53,9,1,806,17,0
2024-02-21T18:00:00,126.04,12,1,935,18,0
2024-02-21T19:00:00,84.77,3,1,201,19,0
2024-02-21T20:00:00,153.23,6,1,1290,20,0
2024-02-21T21:00:00,17.22,2,1,257,21,0
2024-02-21T22:00:00,287.1,3,1,2424,22,0
2024-02-21T23:00:00,17.38,5,1,158,23,0
2024-02-22T00:00:00,407.54,5,1,351,0,0
2024-02-22T01:00:00,118.69,2,1,235,1,0
2024-02-22T02:00:00,9.19,2,1,95,2,0
2024-02-22T03:00:00,47.5,2,1,1217,3,0
2024-02-22T04:00:00,323.18,3,1,2485,4,0
2024-02-22T05:00:00,9.25,5,1,1019,5,0
2024-02-22T06:00:00,13.39,6,1,37,6,0
2024-02-22T07:00:00,20.48,10,0,100,7,0
2024-02-22T08:00:00,50.85,10,1,1437,8,0
2024-02-22T09:00:00,441.32,9,1,620,9,0
2024-02-22T10:00:00,188.19,10,1,104,10,0
2024-02-22T11:00:00,406.69,7,1,602,11,0
2024-02-22T12:00:00,426.06,11,1,1284,12,0
2024-02-22T13:00:00,16.32,7,1,1312,13,0
2024-02-22T14:00:00,101.44,10,1,967,14,0
2024-02-22T15:00:00,483.77,12,1,2435,15,0
2024-02-22T16:00:00,12.32,7,1,688,16,0
2024-02-22T17:00:00,50.25,9,1,2257,17,0
2024-02-22T18:00:00,105.85,4,1,1514,18,0
2024-02-22T19:00:00,998.35,8,1,2431,19,0
2024-02-22T20:00:00,41.79,2,1,816,20,0
2024-02-22T21:00:00,42.13,9,1,1449,21,0
2024-02-22T22:00:00,113.95,4,1,942,22,0
2024-02-22T23:00:00,120.87,7,1,159,23,0
2024-02-23T00:00:00,158.18,12,1,785,0,0
2024-02-23T01:00:00,15.44,1,1,328,1,0
2024-02-23T02:00:00,379.12,11,1,1871,2,0
2024-02-23T03:00:00,122.13,5,0,586,3,0
2024-02-23T04:00:00,34.91,11,1,63,4,0
2024-02-23T05:00:00,219.07,12,1,574,5,0
2024-02-23T06:00:00,65.05,5,1,1595,6,0
2024-02-23T07:00:00,458.45,11,1,1132,7,0
2024-02-23T08:00:00,185.12,2,1,1233,8,0
2024-02-23T09:00:00,756.49,5,1,1197,9,0
2024-02-23T10:00:00,271.53,11,0,1619,10,0
2024-02-23T11:00:00,9.15,5,1,166,11,0
2024-02-23T12:00:00,24.29,5,1,1766,12,0
2024-02-23T13:00:00,939.28,7,1,2427,13,0
2024-02-23T14:00:00,925.08,3,1,1636,14,0
2024-02-23T15:00:00,53.48,7,1,2371,15,0
2024-02-23T16:00:00,184.89,5,1,2284,16,0
2024-02-23T17:00:00,987.46,12,1,1787,17,0
2024-02-23T18:00:00,135.65,11,1,1568,18,0
2024-02-23T19:00:00,13.37,1,1,289,19,0
2024-02-23T20:00:00,57.45,9,1,773,20,0
2024-02-23T21:00:00,39.65,1,1,2163,21,0
2024-02-23T22:00:00,1091.95,4,1,500,22,0
2024-02-23T23:00:00,66.55,5,1,244,23,0
2024-02-24T00:00:00,52.31,9,1,460,0,0
2024-02-24T01:00:00,379.04,4,1,67,1,0
2024-02-24T02:00:00,143.06,1,0,155,2,0
2024-02-24T03:00:00,264.75,6,1,1772,3,0
2024-02-24T04:00:00,633.91,6,1,1670,4,0
2024-02-24T05:00:00,497.92,11,1,1329,5,0
2024-02-24T06:00:00,17.24,4,0,245,6,0
2024-02-24T07:00:00,548.77,2,1,1679,7,0
2024-02-24T08:00:00,107.35,4,1,2156,8,0
2024-02-24T09:00:00,478.23,2,1,1327,9,0
2024-02-24T10:00:00,513.45,1,1,87,10,0
2024-02-24T11:00:00,200.97,6,1,1830,11,0
2024-02-24T12:00:00,12.9,2,1,428,12,0
2024-02-24T13:00:00,26.64,4,1,2413,13,0
2024-02-24T14:00:00,11.79,7,1,1704,14,0
2024-02-24T15:00:00,412.71,5,1,2158,15,0
2024-02-24T16:00:00,837.75,4,1,2479,16,0
2024-02-24T17:00:00,45.71,1,1,1282,17,0
2024-02-24T18:00:00,262.81,9,1,119,18,0
2024-02-24T19:00:00,386.09,10,1,783,19,0
2024-02-24T20:00:00,73.96,10,1,259,20,0
2024-02-24T21:00:00,91.99,6,1,285,21,0
2024-02-24T22:00:00,80.5,5,1,1759,22,0
2024-02-24T23:00:00,15.57,11,1,1032,23,0
2024-02-25T00:00:00,428.52,12,0,570,0,0
2024-02-25T01:00:00,11.73,11,1,1768,1,0
2024-02-25T02:00:00,27.81,10,1,1022,2,0
2024-02-25T03:00:00,48.26,12,1,1978,3,0
2024-02-25T04:00:00,22.85,9,1,356,4,0
2024-02-25T05:00:00,19.03,1,1,467,5,0
2024-02-25T06:00:00,406.07,10,0,735,6,0
2024-02-25T07:00:00,79.37,4,1,1745,7,0
2024-02-25T08:00:00,17.15,2,1,896,8,0
2024-02-25T09:00:00,461.66,4,1,214,9,0
2024-02-25T10:00:00,32.22,10,1,1454,10,0
2024-02-25T11:00:00,17.41,5,1,1305,11,0
2024-02-25T12:00:00,1030.23,12,1,1719,12,0
2024-02-25T13:00:00,157.13,12,1,972,13,0
2024-02-25T14:00:00,386.03,1,1,2128,14,0
2024-02-25T15:00:00,590.05,7,1,616,15,0
2024-02-25T16:00:00,91.21,4,1,65,16,0
2024-02-25T17:00:00,255.29,7,1,2259,17,0
2024-02-25T18:00:00,41.91,8,1,1174,18,0
2024-02-25T19:00:00,75.3,1,1,2206,19,0
2024-02-25T20:00:00,24.32,4,1,2160,20,0
2024-02-25T21:00:00,746.04,1,1,355,21,0
2024-02-25T22:00:00,26.71,3,1,201,22,0
2024-02-25T23:00:00,123.72,10,1,1459,23,0
2024-02-26T00:00:00,82.44,2,1,2496,0,0
2024-02-26T01:00:00,51.77,6,1,1602,1,0
2024-02-26T02:00:00,12.88,11,1,1949,2,0
2024-02-26T03:00:00,23.63,4,1,2129,3,0
2024-02-26T04:00:00,57.1,3,1,1046,4,0
2024-02-26T05:00:00,99.05,1,1,1680,5,0
2024-02-26T06:00:00,99.84,7,1,2413,6,0
2024-02-26T07:00:00,256.76,6,1,575,7,0
2024-02-26T08:00:00,362.08,10,1,1383,8,0
2024-02-26T09:00:00,224.82,3,1,2130,9,0
2024-02-26T10:00:00,14.65,8,1,2056,10,0
2024-02-26T11:00:00,24.14,7,1,1834,11,0
2024-02-26T12:00:00,155.11,1,1,2204,12,0
2024-02-26T13:00:00,572.41,3,1,2042,13,0
2024-02-26T14:00:00,39.08,9,1,100,14,0
2024-02-26T15:00:00,47.47,7,1,1924,15,0
2024-02-26T16:00:00,54.84,9,1,2283,16,0
2024-02-26T17:00:00,277.1,4,1,1882,17,0
2024-02-26T18:00:00,48.26,12,1,1532,18,0
2024-02-26T19:00:00,31.74,7,1,1719,19,0
2024-02-26T20:00:00,19.92,4,1,2478,20,0
2024-02-26T21:00:00,227.77,4,1,802,21,0
2024-02-26T22:00:00,18.08,7,1,726,22,0
2024-02-26T23:00:00,586.05,3,1,1800,23,0
2024-02-27T00:00:00,30.41,12,1,2318,0,0
2024-02-27T01:00:00,244.77,7,1,1774,1,0
2024-02-27T02:00:00,230.15,4,1,1865,2,0
2024-02-27T03:00:00,16.64,1,1,388,3,0
2024-02-27T04:00:00,30.66,4,1,639,4,0
2024-02-27T05:00:00,26.82,4,1,2290,5,0
2024-02-27T06:00:00,224.88,3,1,17,6,0
2024-02-27T07:00:00,83.63,1,1,1192,7,0
2024-02-27T08:00:00,30.55,2,1,1025,8,0
2024-02-27T09:00:00,39.0,8,1,634,9,0
2024-02-27T10:00:00,45.64,3,1,1324,10,0
2024-02-27T11:00:00,488.97,5,1,115,11,0
2024-02-27T12:00:00,647.91,5,1,1683,12,0
2024-02-27T13:00:00,11.15,7,1,1306,13,0
2024-02-27T14:00:00,28.33,9,1,785,14,0
2024-02-27T15:00:00,10.43,7,1,356,15,0
2024-02-27T16:00:00,199.11,7,1,1326,16,0
2024-02-27T17:00:00,22.42,4,1,1184,17,0
2024-02-27T18:00:00,14.33,10,1,1501,18,0
2024-02-27T19:00:00,199.84,7,1,1328,19,0
2024-02-27T20:00:00,88.41,6,1,21,20,0
2024-02-27T21:00:00,109.8,7,0,1305,21,0
2024-02-27T22:00:00,75.25,6,0,1154,22,0
2024-02-27T23:00:00,42.26,11,1,91,23,0
2024-02-28T00:00:00,13.53,11,1,1596,0,0
2024-02-28T01:00:00,9.5,8,1,1668,1,0
2024-02-28T02:00:00,49.96,11,1,278,2,0
2024-02-28T03:00:00,30.46,1,1,978,3,0
2024-02-28T04:00:00,122.53,3,1,1742,4,0
2024-02-28T05:00:00,377.18,6,1,1685,5,0
2024-02-28T06:00:00,433.97,10,1,429,6,0
2024-02-28T07:00:00,86.53,6,0,1914,7,0
2024-02-28T08:00:00,286.54,3,1,2465,8,0
2024-02-28T09:00:00,69.43,10,1,11,9,0
2024-02-28T10:00:00,246.55,10,0,2061,10,0
2024-02-28T11:00:00,54.0,2,0,1370,11,0
2024-02-28T12:00:00,9.64,7,1,2465,12,0
2024-02-28T13:00:00,397.97,6,1,2294,13,0
2024-02-28T14:00:00,82.03,6,1,610,14,0
2024-02-28T15:00:00,18.02,6,1,1667,15,0
2024-02-28T16:00:00,176.39,5,1,1245,16,0
2024-02-28T17:00:00,10.57,12,1,291,17,0
2024-02-28T18:00:00,165.7,12,1,1392,18,0
2024-02-28T19:00:00,85.83,7,1,1041,19,0
2024-02-28T20:00:00,60.24,9,1,31,20,0
2024-02-28T21:00:00,494.95,10,1,745,21,0
2024-02-28T22:00:00,59.34,5,1,1037,22,0
2024-02-28T23:00:00,95.66,2,1,1081,23,0
2024-03-01T00:00:00,126.6,10,1,663,0,0
2024-03-01T01:00:00,634.45,8,1,2476,1,0
2024-03-01T02:00:00,39.32,7,1,448,2,0
2024-03-01T03:00:00,20.16,8,1,1257,3,0
2024-03-01T04:00:00,51.04,10,1,1652,4,0
2024-03-01T05:00:00,465.06,5,1,220,5,0
2024-03-01T06:00:00,563.04,3,1,1913,6,0
2024-03-01T07:00:00,109.7,1,1,1339,7,0
2024-03-01T08:00:00,9.49,12,1,809,8,0
2024-03-01T09:00:00,398.48,4,1,887,9,0
2024-03-01T10:00:00,31.75,3,1,1592,10,0
2024-03-01T11:00:00,295.48,8,1,1509,11,0
2024-03-01T12:00:00,101.07,1,1,2198,12,0
2024-03-01T13:00:00,10.43,1,1,992,13,0
2024-03-01T14:00:00,862.19,9,1,628,14,0
2024-03-01T15:00:00,364.22,9,1,1897,15,0
2024-03-01T16:00:00,153.64,7,1,1103,16,0
2024-03-01T17:00:00,258.78,11,1,1656,17,0
2024-03-01T18:00:00,303.37,2,1,1781,18,0
2024-03-01T19:00:00,609.63,4,1,1468,19,0
2024-03-01T20:00:00,39.9,9,1,2198,20,0
2024-03-01T21:00:00,40.4,1,1,1112,21,0
2024-03-01T22:00:00,13.88,10,1,509,22,0
2024-03-01T23:00:00,171.98,7,1,10,23,0
2024-03-02T00:00:00,450.27,6,1,379,0,0
2024-03-02T01:00:00,53.26,7,1,2350,1,0
2024-03-02T02:00:00,41.59,5,1,36,2,0
2024-03-02T03:00:00,532.5,3,1,1067,3,0
2024-03-02T04:00:00,168.01,3,1,1956,4,0
2024-03-02T05:00:00,94.44,11,1,1167,5,0
2024-03-02T06:00:00,114.4,6,1,1810,6,0
2024-03-02T07:00:00,1037.59,12,1,296,7,0
2024-03-02T08:00:00,616.23,1,1,905,8,0
2024-03-02T09:00:00,22.41,9,1,689,9,0
2024-03-02T10:00:00,549.3,8,1,463,10,0
2024-03-02T11:00:00,230.74,10,1,1226,11,0
2024-03-02T12:00:00,12.37,11,1,915,12,0
2024-03-02T13:00:00,628.19,12,1,1922,13,0
2024-03-02T14:00:00,263.67,7,1,1515,14,0
2024-03-02T15:00:00,947.58,5,1,2367,15,0
2024-03-02T16:00:00,973.46,2,1,493,16,0
2024-03-02T17:00:00,48.26,3,1,789,17,0
2024-03-02T18:00:00,141.92,9,1,1305,18,0
2024-03-02T19:00:00,1092.96,1,1,213,19,0
2024-03-02T20:00:00,94.32,4,1,1518,20,0
2024-03-02T21:00:00,713.22,11,1,236,21,0
2024-03-02T22:00:00,546.38,12,1,2255,22,0
2024-03-02T23:00:00,721.32,9,1,857,23,0
2024-03-03T00:00:00,124.03,7,1,1650,0,0
2024-03-03T01:00:00,15.36,1,1,1654,1,0
2024-03-03T02:00:00,10.74,8,1,1565,2,0
2024-03-03T03:00:00,895.27,5,1,866,3,0
2024-03-03T04:00:00,977.31,8,1,1986,4,0
2024-03-03T05:00:00,348.5,9,1,181,5,0
2024-03-03T06:00:00,118.69,8,1,411,6,0
2024-03-03T07:00:00,166.16,3,1,1478,7,0
2024-03-03T08:00:00,466.81,10,1,2152,8,0
2024-03-03T09:00:00,51.45,8,0,102,9,0
2024-03-03T10:00:00,65.01,4,1,292,10,0
2024-03-03T11:00:00,21.3,7,1,2401,11,0
2024-03-03T12:00:00,493.64,9,1,1117,12,0
2024-03-03T13:00:00,443.49,10,1,603,13,0
2024-03-03T14:00:00,105.9,3,0,156,14,0
2024-03-03T15:00:00,972.92,1,1,1424,15,0
2024-03-03T16:00:00,36.78,6,1,1945,16,0
2024-03-03T17:00:00,115.62,1,1,1707,17,0
2024-03-03T18:00:00,91.0,6,1,373,18,0
2024-03-03T19:00:00,132.48,3,1,2047,19,0
2024-03-03T20:00:00,47.93,5,1,1965,20,0
2024-03-03T21:00:00,1087.16,11,1,504,21,0
2024-03-03T22:00:00,20.14,9,1,366,22,0
2024-03-03T23:00:00,47.53,12,1,2067,23,0
2024-03-04T00:00:00,219.72,8,1,1460,0,0
2024-03-04T01:00:00,10.31,5,1,980,1,0
2024-03-04T02:00:00,645.25,8,1,71,2,0
2024-03-04T03:00:00,971.57,3,1,350,3,0
2024-03-04T04:00:00,93.35,5,1,1578,4,0
2024-03-04T05:00:00,12.55,5,1,1028,5,0
2024-03-04T06:00:00,13.44,10,1,280,6,0
2024-03-04T07:00:00,15.2,3,1,1622,7,0
2024-03-04T08:00:00,19.28,1,1,357,8,0
2024-03-04T09:00:00,32.85,8,1,538,9,0
2024-03-04T10:00:00,215.78,11,1,1287,10,0
2024-03-04T11:00:00,203.72,6,1,173,11,0
2024-03-04T12:00:00,121.93,3,1,635,12,0
2024-03-04T13:00:00,431.98,3,1,2086,13,0
2024-03-04T14:00:00,36.29,1,1,249,14,0
2024-03-04T15:00:00,55.21,12,1,662,15,0
2024-03-04T16:00:00,123.89,11,1,1719,16,0
2024-03-04T17:00:00,486.47,5,1,2259,17,0
2024-03-04T18:00:00,191.69,7,1,2161,18,0
2024-03-04T19:00:00,90.03,5,1,776,19,0
2024-03-04T20:00:00,26.92,4,1,159,20,0
2024-03-04T21:00:00,17.17,2,1,430,21,0
2024-03-04T22:00:00,38.42,12,1,2232,22,0
2024-03-04T23:00:00,310.89,5,1,962,23,0
2024-03-05T00:00:00,21.64,10,1,1227,0,0
2024-03-05T01:00:00,117.32,1,1,1070,1,0
2024-03-05T02:00:00,72.71,10,1,1114,2,0
2024-03-05T03:00:00,10.22,10,1,1674,3,0
2024-03-05T04:00:00,29.41,7,1,1820,4,0
2024-03-05T05:00:00,42.91,1,1,1825,5,0
2024-03-05T06:00:00,252.61,3,0,486,6,0
2024-03-05T07:00:00,49.78,11,1,1423,7,0
2024-03-05T08:00:00,94.23,1,1,141,8,0
2024-03-05T09:00:00,20.21,11,1,844,9,0
2024-03-05T10:00:00,824.18,4,1,960,10,0
2024-03-05T11:00:00,12.08,11,1,2405,11,0
2024-03-05T12:00:00,79.62,10,1,148,12,0
2024-03-05T13:00:00,445.58,5,1,1818,13,0
2024-03-05T14:00:00,117.49,10,1,2323,14,0
2024-03-05T15:00:00,173.25,6,1,2061,15,0
2024-03-05T16:00:00,39.7,3,1,2160,16,0
2024-03-05T17:00:00,738.03,12,1,1637,17,0
2024-03-05T18:00:00,91.15,8,1,984,18,0
2024-03-05T19:00:00,670.54,11,1,1709,19,0
2024-03-05T20:00:00,117.27,6,1,417,20,0
2024-03-05T21:00:00,11.99,11,1,1779,21,0
2024-03-05T22:00:00,194.38,7,1,1327,22,0
2024-03-05T23:00:00,83.35,3,1,1775,23,0
2024-03-06T00:00:00,497.7,5,1,2057,0,0
2024-03-06T01:00:00,39.35,1,1,897,1,0
2024-03-06T02:00:00,121.38,11,1,2388,2,1
2024-03-06T03:00:00,10.36,8,1,223,3,0
2024-03-06T04:00:00,413.45,3,1,1013,4,0
2024-03-06T05:00:00,20.28,11,1,688,5,0
2024-03-06T06:00:00,26.68,12,1,21,6,0
2024-03-06T07:00:00,117.05,7,1,1849,7,0
2024-03-06T08:00:00,413.32,11,1,522,8,0
2024-03-06T09:00:00,28.97,3,1,1493,9,0
2024-03-06T10:00:00,225.33,7,1,325,10,0
2024-03-06T11:00:00,24.6,8,1,580,11,0
2024-03-06T12:00:00,996.1,2,1,254,12,0
2024-03-06T13:00:00,44.4,6,1,1688,13,0
2024-03-06T14:00:00,17.03,2,1,2320,14,0
2024-03-06T15:00:00,68.23,8,1,276,15,0
2024-03-06T16:00:00,33.04,4,1,1366,16,0
2024-03-06T17:00:00,903.06,1,1,2102,17,0
2024-03-06T18:00:00,76.14,3,1,1577,18,0
2024-03-06T19:00:00,13.58,6,1,1781,19,0
2024-03-06T20:00:00,73.94,3,1,544,20,0
2024-03-06T21:00:00,244.33,8,1,1428,21,0
2024-03-06T22:00:00,125.46,3,1,2416,22,0
2024-03-06T23:00:00,126.68,1,1,174,23,0
2024-03-07T00:00:00,46.08,7,1,788,0,0
2024-03-07T01:00:00,101.96,3,1,1106,1,0
2024-03-07T02:00:00,198.03,8,1,1923,2,0
2024-03-07T03:00:00,281.46,1,1,1630,3,0
2024-03-07T04:00:00,92.94,2,1,2071,4,0
2024-03-07T05:00:00,175.93,11,1,1698,5,0
2024-03-07T06:00:00,42.21,12,1,1152,6,0
2024-03-07T07:00:00,170.07,2,1,1722,7,0
2024-03-07T08:00:00,197.36,1,1,1476,8,0
2024-03-07T09:00:00,215.91,4,1,441,9,0
2024-03-07T10:00:00,146.26,1,1,306,10,0
2024-03-07T11:00:00,59.58,7,1,161,11,0
2024-03-07T12:00:00,22.57,2,1,1244,12,0
2024-03-07T13:00:00,508.53,11,1,536,13,0
2024-03-07T14:00:00,342.88,8,1,2350,14,0
2024-03-07T15:00:00,547.1,2,1,1211,15,0
2024-03-07T16:00:00,13.33,3,1,1783,16,0
2024-03-07T17:00:00,31.49,10,1,250,17,0
2024-03-07T18:00:00,173.74,1,1,186,18,0
2024-03-07T19:00:00,11.13,5,1,2411,19,0
2024-03-07T20:00:00,312.44,11,1,314,20,0
2024-03-07T21:00:00,800.41,7,1,758,21,0
2024-03-07T22:00:00,462.11,6,1,16,22,0
2024-03-07T23:00:00,486.15,3,1,1537,23,0
2024-03-08T00:00:00,17.1,8,0,663,0,0
2024-03-08T01:00:00,50.36,8,1,26,1,0
2024-03-08T02:00:00,290.57,12,1,2323,2,0
2024-03-08T03:00:00,9.26,1,1,73,3,0
2024-03-08T04:00:00,84.66,8,0,2049,4,0
2024-03-08T05:00:00,60.66,6,1,425,5,0
2024-03-08T06:00:00,18.08,9,1,1066,6,0
2024-03-08T07:00:00,102.11,4,1,1475,7,0
2024-03-08T08:00:00,179.85,7,1,1144,8,0
2024-03-08T09:00:00,41.81,3,0,1167,9,0
2024-03-08T10:00:00,989.78,5,1,644,10,0
2024-03-08T11:00:00,42.4,5,1,122,11,0
2024-03-08T12:00:00,203.51,2,1,986,12,0
2024-03-08T13:00:00,88.84,10,1,355,13,0
2024-03-08T14:00:00,156.84,8,1,1110,14,0
2024-03-08T15:00:00,181.82,9,1,1724,15,0
2024-03-08T16:00:00,12.99,3,1,46,16,0
2024-03-08T17:00:00,757.7,10,1,2378,17,0
2024-03-08T18:00:00,147.89,10,1,911,18,0
2024-03-08T19:00:00,691.21,1,1,1310,19,0
2024-03-08T20:00:00,726.43,10,1,1982,20,0
2024-03-08T21:00:00,560.14,4,1,2052,21,0
2024-03-08T22:00:00,12.58,8,1,489,22,0
2024-03-08T23:00:00,10.54,4,1,2138,23,0
2024-03-09T00:00:00,19.46,11,0,1726,0,0
2024-03-09T01:00:00,20.54,8,1,1148,1,0
2024-03-09T02:00:00,81.88,3,1,2354,2,0
2024-03-09T03:00:00,48.43,6,1,2070,3,0
2024-03-09T04:00:00,140.65,5,1,2252,4,0
2024-03-09T05:00:00,14.32,8,1,1993,5,0
2024-03-09T06:00:00,343.86,4,1,666,6,0
2024-03-09T07:00:00,165.19,12,1,2111,7,0
2024-03-09T08:00:00,248.95,5,1,1825,8,0
2024-03-09T09:00:00,67.12,1,1,134,9,0
2024-03-09T10:00:00,279.88,5,1,2293,10,0
2024-03-09T11:00:00,31.01,8,1,2199,11,0
2024-03-09T12:00:00,75.09,5,1,381,12,0
2024-03-09T13:00:00,683.1,4,0,1053,13,0
2024-03-09T14:00:00,215.59,5,1,659,14,0
2024-03-09T15:00:00,227.55,2,1,1412,15,0
2024-03-09T16:00:00,94.96,9,1,1561,16,0
2024-03-09T17:00:00,307.05,5,1,1800,17,0
2024-03-09T18:00:00,10.04,2,1,2421,18,0
2024-03-09T19:00:00,63.09,4,1,1939,19,0
2024-03-09T20:00:00,90.7,5,1,2163,20,0
2024-03-09T21:00:00,32.17,11,1,682,21,0
2024-03-09T22:00:00,776.13,12,1,1446,22,0
2024-03-09T23:00:00,312.4,2,1,1945,23,0
2024-03-10T00:00:00,254.07,9,0,266,0,0
2024-03-10T01:00:00,368.3,4,1,842,1,0
2024-03-10T02:00:00,841.62,4,1,738,2,0
2024-03-10T03:00:00,215.86,10,1,2017,3,0
2024-03-10T04:00:00,595.78,2,1,491,4,0
2024-03-10T05:00:00,56.11,4,1,1049,5,0
2024-03-10T06:00:00,11.69,1,1,1748,6,0
2024-03-10T07:00:00,405.94,6,1,175,7,0
2024-03-10T08:00:00,14.81,9,1,153,8,0
2024-03-10T09:00:00,102.89,10,1,2211,9,0
2024-03-10T10:00:00,89.18,3,1,1764,10,0
2024-03-10T11:00:00,100.02,3,1,476,11,0
2024-03-10T12:00:00,224.71,1,1,1971,12,0
2024-03-10T13:00:00,327.42,8,1,2464,13,0
2024-03-10T14:00:00,466.91,4,1,94,14,0
2024-03-10T15:00:00,324.25,3,0,2314,15,0
2024-03-10T16:00:00,19.44,3,1,829,16,0
2024-03-10T17:00:00,33.26,7,1,1936,17,0
2024-03-10T18:00:00,886.86,9,1,1017,18,0
2024-03-10T19:00:00,29.54,5,0,247,19,0
2024-03-10T20:00:00,556.79,2,1,1332,20,0
2024-03-10T21:00:00,1014.68,6,1,303,21,0
2024-03-10T22:00:00,13.72,2,1,1026,22,0
2024-03-10T23:00:00,10.55,4,1,1435,23,0
2024-03-11T00:00:00,247.13,10,1,2182,0,0
2024-03-11T01:00:00,60.59,8,1,1257,1,0
2024-03-11T02:00:00,391.27,3,1,96,2,0
2024-03-11T03:00:00,467.13,5,1,2432,3,0
2024-03-11T04:00:00,10.58,12,1,2168,4,0
2024-03-11T05:00:00,796.94,2,1,1683,5,0
2024-03-11T06:00:00,401.77,3,1,50,6,0
2024-03-11T07:00:00,194.68,11,1,533,7,0
2024-03-11T08:00:00,66.52,6,1,549,8,0
2024-03-11T09:00:00,391.87,1,1,1110,9,0
2024-03-11T10:00:00,809.18,4,1,785,10,0
2024-03-11T11:00:00,268.21,5,1,2473,11,0
2024-03-11T12:00:00,351.22,11,1,494,12,0
2024-03-11T13:00:00,49.29,8,1,1293,13,0
2024-03-11T14:00:00,44.06,4,1,1352,14,0
2024-03-11T15:00:00,11.67,8,0,1564,15,0
2024-03-11T16:00:00,148.63,12,1,1126,16,0
2024-03-11T17:00:00,11.87,9,1,582,17,0
2024-03-11T18:00:00,546.16,2,1,147,18,0
2024-03-11T19:00:00,62.68,10,1,405,19,0
2024-03-11T20:00:00,1022.97,7,0,487,20,0
2024-03-11T21:00:00,13.97,6,1,619,21,0
2024-03-11T22:00:00,726.73,5,1,1177,22,0
2024-03-11T23:00:00,72.28,10,1,1371,23,0
2024-03-12T00:00:00,649.53,5,1,1281,0,0
2024-03-12T01:00:00,630.14,10,1,121,1,0
2024-03-12T02:00:00,318.28,11,1,341,2,0
2024-03-12T03:00:00,1016.83,10,1,1381,3,0
2024-03-12T04:00:00,74.97,4,1,463,4,0
2024-03-12T05:00:00,750.16,3,1,46,5,0
2024-03-12T06:00:00,41.73,2,1,1264,6,0
2024-03-12T07:00:00,598.78,6,1,793,7,0
2024-03-12T08:00:00,114.04,4,1,2358,8,0
2024-03-12T09:00:00,131.64,11,1,2302,9,0
2024-03-12T10:00:00,23.71,2,1,251,10,0
2024-03-12T11:00:00,279.4,8,1,936,11,0
2024-03-12T12:00:00,52.96,1,1,1952,12,0
2024-03-12T13:00:00,910.64,10,1,1616,13,0
2024-03-12T14:00:00,107.58,11,1,1867,14,0
2024-03-12T15:00:00,18.66,7,1,1767,15,0
2024-03-12T16:00:00,11.79,4,1,268,16,0
2024-03-12T17:00:00,70.32,10,1,522,17,0
2024-03-12T18:00:00,370.41,10,1,1386,18,0
2024-03-12T19:00:00,9.18,2,1,2449,19,0
2024-03-12T20:00:00,70.06,11,0,503,20,0
2024-03-12T21:00:00,22.24,4,1,1488,21,0
2024-03-12T22:00:00,48.19,10,1,2356,22,0
2024-03-12T23:00:00,144.69,8,1,1524,23,0
2024-03-13T00:00:00,583.24,1,1,138,0,0
2024-03-13T01:00:00,36.62,10,1,91,1,0
2024-03-13T02:00:00,122.31,4,1,266,2,0
2024-03-13T03:00:00,51.26,6,1,959,3,1
2024-03-13T04:00:00,90.88,4,1,870,4,0
2024-03-13T05:00:00,111.63,8,1,136,5,0
2024-03-13T06:00:00,904.64,9,0,1824,6,0
2024-03-13T07:00:00,27.53,2,1,322,7,0
2024-03-13T08:00:00,69.14,5,1,1684,8,0
2024-03-13T09:00:00,180.18,8,1,2445,9,0
2024-03-13T10:00:00,696.64,8,1,196,10,0
2024-03-13T11:00:00,604.53,1,1,808,11,0
2024-03-13T12:00:00,376.85,9,1,1466,12,0
2024-03-13T13:00:00,53.39,6,1,988,13,0
2024-03-13T14:00:00,87.11,4,1,713,14,0
2024-03-13T15:00:00,16.87,12,1,2367,15,0
2024-03-13T16:00:00,13.34,11,1,675,16,0
2024-03-13T17:00:00,182.93,10,1,1300,17,0
2024-03-13T18:00:00,176.44,12,1,784,18,0
2024-03-13T19:00:00,135.25,11,1,1111,19,0
2024-03-13T20:00:00,17.68,1,1,2030,20,0
2024-03-13T21:00:00,26.59,7,1,2452,21,0
2024-03-13T22:00:00,131.75,10,1,2325,22,0
2024-03-13T23:00:00,16.41,7,1,1464,23,0
2024-03-14T00:00:00,24.43,9,1,24,0,0
2024-03-14T01:00:00,69.2,6,1,9,1,0
2024-03-14T02:00:00,668.38,4,1,1783,2,0
2024-03-14T03:00:00,232.51,5,1,1930,3,0
2024-03-14T04:00:00,795.16,11,1,901,4,0
2024-03-14T05:00:00,830.38,5,0,96,5,0
2024-03-14T06:00:00,30.13,7,1,884,6,0
2024-03-14T07:00:00,78.92,7,1,2416,7,0
2024-03-14T08:00:00,150.2,4,1,1754,8,0
2024-03-14T09:00:00,56.47,6,1,671,9,0
2024-03-14T10:00:00,687.91,7,1,534,10,0
2024-03-14T11:00:00,35.96,11,1,1852,11,0
2024-03-14T12:00:00,50.15,4,1,1980,12,0
2024-03-14T13:00:00,29.35,5,1,833,13,0
