listing_date,sqft,bedrooms,age_years,distance_km,school_score,renovated,sale_price
2024-06-22,1326,2,50,17.98,8.5,0,460181.74
2024-06-22,2180,3,49,18.34,8.0,0,647958.03
2024-06-22,2438,4,53,19.26,5.4,0,652355.14
2024-06-23,2166,3,2,23.5,6.9,0,629833.41
2024-06-23,2787,4,32,21.29,8.6,0,810686.68
2024-06-23,2854,5,24,13.03,9.8,0,863233.23
2024-06-24,1083,2,45,13.37,8.7,1,451849.42
2024-06-24,2283,3,84,15.2,3.6,0,526005.13
2024-06-24,2264,4,76,20.19,5.8,1,614938.16
2024-06-25,2810,5,43,15.71,8.3,0,837437.52
2024-06-25,788,2,81,24.56,9.5,0,322019.65
2024-06-25,2347,4,20,16.81,4.9,0,660380.33
2024-06-26,691,2,37,11.14,7.8,1,337793.39
2024-06-26,947,1,14,10.24,8.8,0,415848.75
2024-06-26,2541,3,62,26.84,7.8,0,648447.42
2024-06-27,2213,3,46,14.16,4.5,0,583458.01
2024-06-27,3143,6,11,19.12,7.2,0,927896.4
2024-06-27,2375,4,66,4.07,4.4,0,679198.13
2024-06-28,2084,3,37,24.67,3.7,0,483206.34
2024-06-28,887,1,62,14.15,9.5,0,311934.35
2024-06-28,821,2,33,16.62,6.1,0,304372.43
2024-07-01,634,1,65,19.22,7.7,0,215276.28
2024-07-01,638,1,36,7.15,6.3,0,290210.3
2024-07-01,3056,5,79,10.67,8.8,0,833025.72
2024-07-02,755,2,83,12.14,6.1,0,239706.3
2024-07-02,2443,4,19,21.81,5.1,0,639484.68
2024-07-02,2649,4,31,9.19,5.7,0,749129.93
2024-07-03,2295,3,2,7.6,9.1,0,752211.84
2024-07-03,1445,2,31,20.82,6.3,1,433282.29
2024-07-03,1477,2,69,1.47,9.1,0,521079.91
2024-07-04,1686,2,78,20.36,5.2,0,357083.41
2024-07-04,2418,3,71,1.53,4.7,0,655069.66
2024-07-04,2514,4,36,18.43,9.7,0,730257.76
2024-07-05,2268,4,60,1.9,6.4,0,663027.07
2024-07-05,1753,2,34,9.04,4.6,0,506280.86
2024-07-05,1469,2,2,11.71,9.3,0,514505.79
2024-07-06,993,2,11,8.53,8.3,0,435038.63
2024-07-06,2901,4,45,19.35,5.3,1,800105.91
2024-07-06,790,1,66,1.18,5.0,1,328864.68
2024-07-07,1572,2,85,5.08,4.9,0,406458.53
2024-07-07,2326,4,56,2.9,4.1,1,678768.78
2024-07-07,1636,3,48,26.72,9.2,0,528114.19
2024-07-08,2440,4,81,12.91,6.1,1,674802.17
2024-07-08,2235,4,76,4.15,6.0,0,618913.89
2024-07-08,1739,3,8,11.41,6.6,1,600624.0
2024-07-09,1369,3,73,2.59,9.2,0,514110.98
2024-07-09,1066,2,54,26.4,8.3,0,366002.8
2024-07-09,3174,4,10,5.65,6.8,1,940184.74
2024-07-10,1985,3,81,12.55,5.7,0,504947.39
2024-07-10,656,1,65,10.49,9.5,1,339177.13
2024-07-10,1211,3,68,14.99,7.8,0,408867.73
2024-07-11,978,1,58,3.98,6.3,0,342668.55
2024-07-11,764,1,23,10.09,8.0,0,328916.57
2024-07-11,2317,4,8,16.75,6.5,1,697049.07
2024-07-12,1603,3,76,12.73,3.5,0,424949.48
2024-07-12,2001,3,28,25.3,5.4,0,538238.36
2024-07-12,1701,3,25,7.3,6.4,0,579312.5
2024-07-13,1056,1,5,22.09,9.8,0,420124.16
2024-07-13,2255,4,5,22.31,5.0,0,655482.74
2024-07-13,1653,2,51,9.38,4.7,0,475482.54
2024-07-14,2734,5,16,22.61,6.3,0,782896.1
2024-07-14,757,1,52,11.64,8.5,0,321463.41
2024-07-14,642,2,36,25.57,9.2,0,306917.18
2024-07-15,2434,4,47,4.88,5.0,0,673320.51
2024-07-15,617,1,21,16.96,6.7,0,263410.49
2024-07-15,918,1,11,9.59,3.6,0,259762.05
2024-07-16,2532,4,55,14.1,4.0,0,625348.84
2024-07-16,2798,4,14,6.96,9.3,0,893178.54
2024-07-16,1342,2,74,20.73,7.2,0,389358.85
2024-07-17,1184,1,85,24.18,4.7,0,265539.98
2024-07-17,894,1,85,23.9,5.3,0,223160.82
2024-07-17,2782,4,40,1.19,6.3,0,795912.73
2024-07-18,2683,4,70,14.66,4.1,0,658835.24
2024-07-18,1694,3,74,18.92,4.2,0,381797.44
2024-07-18,2942,5,11,19.35,5.1,0,778042.37
2024-07-19,2911,4,71,20.7,7.3,0,732785.26
2024-07-19,2498,3,25,12.47,7.1,1,751223.65
2024-07-19,2176,3,12,4.05,4.0,1,661657.21
2024-07-20,1606,3,34,14.27,8.4,0,527495.98
2024-07-20,2376,4,6,25.97,6.1,0,639795.92
2024-07-20,1871,4,43,7.66,6.1,0,576265.42
2024-07-21,1214,2,52,5.35,5.0,0,372579.28
2024-07-21,1748,3,5,22.83,8.2,0,571246.2
2024-07-21,1379,2,28,22.65,8.7,0,468766.13
2024-07-22,2555,4,29,18.16,9.7,0,768305.53
2024-07-22,2389,4,45,16.14,5.0,0,643144.53
2024-07-22,2087,3,83,4.2,8.6,0,605420.99
2024-07-23,1370,2,81,17.73,7.6,1,436097.54
2024-07-23,1695,3,48,19.95,8.8,0,535641.52
2024-07-23,923,2,22,11.69,9.0,0,375046.89
2024-07-24,987,1,54,17.54,7.6,1,340468.93
2024-07-24,2226,4,15,12.39,9.2,0,746810.55
2024-07-24,812,2,6,11.5,4.6,0,322898.99
2024-07-25,2170,4,50,27.43,8.6,0,640759.66
2024-07-25,1294,3,46,19.61,7.0,0,416445.79
2024-07-25,3042,5,6,14.93,5.1,0,862056.87
2024-07-26,1475,2,79,14.83,3.5,0,327795.32
2024-07-26,1415,3,81,19.65,6.4,0,405762.5
2024-07-26,1339,2,51,8.97,3.8,0,372728.76
2024-07-27,985,1,43,20.15,5.0,0,254825.95
2024-07-27,1593,2,38,5.85,6.5,0,491535.14
2024-07-27,2664,5,50,26.19,7.9,0,744951.4
2024-07-28,2918,4,27,14.69,4.4,1,788756.54
2024-07-28,2869,4,44,1.36,5.7,0,792148.45
2024-07-28,1354,2,28,16.2,7.2,0,411682.04
2024-08-01,1864,4,66,21.36,5.8,0,470835.77
2024-08-01,630,1,27,0.63,9.4,0,338647.6
2024-08-01,2828,4,13,14.08,9.1,0,868815.65
2024-08-02,1699,2,11,17.26,6.5,1,588164.83
2024-08-02,1498,2,6,23.71,7.4,0,502414.19
2024-08-02,2948,4,65,20.37,4.4,0,704009.01
2024-08-03,1663,3,63,10.2,4.2,0,459785.75
2024-08-03,2895,5,12,15.31,6.4,1,818885.06
2024-08-03,1947,2,30,4.89,7.0,0,577576.87
2024-08-04,1087,1,65,16.94,8.4,0,393676.06
2024-08-04,606,1,55,27.91,4.9,1,174059.45
2024-08-04,1754,3,27,17.64,6.6,0,523669.93
2024-08-05,3122,5,19,20.27,8.2,0,875864.42
2024-08-05,1314,1,36,9.19,8.8,0,421681.53
2024-08-05,1370,2,27,12.42,4.7,0,386716.86
2024-08-06,2242,3,64,18.75,4.2,1,595745.86
2024-08-06,820,2,4,1.06,8.5,0,431931.06
2024-08-06,2440,4,36,8.77,3.7,0,674896.04
2024-08-07,1217,3,29,18.58,6.9,0,391441.7
2024-08-07,2373,3,49,3.26,7.9,1,763346.38
2024-08-07,3049,4,40,3.63,4.8,0,796260.21
2024-08-08,1190,1,12,4.95,9.1,0,486356.72
2024-08-08,3051,5,48,22.23,6.5,0,789171.84
2024-08-08,2964,4,51,2.29,9.2,0,848595.86
2024-08-09,1696,3,10,14.64,5.7,1,579268.59
2024-08-09,1871,3,69,20.49,4.9,0,451637.4
2024-08-09,1917,4,72,11.91,4.2,0,503527.05
2024-08-10,1548,3,22,9.29,9.4,0,573642.63
2024-08-10,3083,5,9,23.77,8.6,0,891619.96
2024-08-10,2872,5,31,6.47,8.4,0,882326.02
2024-08-11,2169,3,60,22.69,8.3,0,579540.38
2024-08-11,1939,4,61,8.06,8.6,0,638791.22
2024-08-11,1346,3,77,21.77,6.3,0,387525.84
2024-08-12,2694,5,5,14.33,4.8,0,819802.12
2024-08-12,1349,2,42,3.03,9.2,0,519474.34
2024-08-12,1079,2,13,3.12,9.2,1,488027.56
2024-08-13,2381,3,74,16.02,6.8,1,675110.72
2024-08-13,921,2,35,12.8,6.5,0,330991.87
2024-08-13,2415,3,9,17.47,8.1,0,717598.43
2024-08-14,1967,2,13,18.8,6.0,1,621122.29
2024-08-14,1960,3,37,10.03,3.9,0,540913.82
2024-08-14,2382,3,62,7.61,9.2,1,726520.46
2024-08-15,2549,5,11,4.76,6.2,0,787531.97
2024-08-15,2869,4,83,15.52,4.5,0,727906.79
2024-08-15,3195,5,36,12.53,4.7,0,826187.1
2024-08-16,1621,2,67,13.49,6.3,0,468571.14
2024-08-16,2501,3,75,23.18,6.9,1,689283.21
2024-08-16,2717,4,25,12.44,4.9,0,740880.96
2024-08-17,2239,4,57,27.65,5.6,0,596101.72
2024-08-17,766,2,79,3.17,8.9,0,349982.53
2024-08-17,1390,2,21,19.37,9.8,0,513095.79
2024-08-18,3105,5,23,18.71,4.5,0,803035.65
2024-08-18,636,1,50,4.16,4.9,0,249893.99
2024-08-18,2131,2,15,23.64,7.5,0,616985.95
2024-08-19,1099,2,10,3.09,8.6,0,501144.61
2024-08-19,2194,3,38,27.42,6.3,0,608291.07
2024-08-19,1595,3,14,9.01,5.6,0,539530.71
2024-08-20,2372,4,19,27.94,8.7,0,696156.21
2024-08-20,598,1,7,17.57,7.5,0,299929.99
2024-08-20,1946,4,13,18.42,6.0,0,603628.71
2024-08-21,2886,5,18,6.06,9.1,1,914594.24
2024-08-21,993,2,33,17.45,8.1,0,373515.16
2024-08-21,650,1,37,4.57,6.0,0,243271.9
2024-08-22,813,1,7,21.44,6.9,1,311543.11
2024-08-22,1627,3,39,18.14,9.8,0,507068.86
2024-08-22,758,1,42,6.42,5.3,0,307621.48
2024-08-23,1916,3,81,10.83,8.4,0,544221.71
2024-08-23,3145,4,67,12.18,5.8,0,798757.98
2024-08-23,1762,2,12,18.68,7.5,0,580704.58
2024-08-24,966,2,69,1.01,8.3,0,353302.28
2024-08-24,2118,3,56,5.07,9.1,0,658688.12
2024-08-24,830,1,77,5.74,8.1,0,284579.94
2024-08-25,2706,3,79,11.23,8.6,0,724563.83
2024-08-25,1125,1,51,18.18,9.8,0,358391.99
2024-08-25,1281,2,53,19.27,7.0,0,363606.92
2024-08-26,2332,3,63,5.36,9.1,0,672799.29
2024-08-26,1558,3,74,20.05,4.1,0,370870.76
2024-08-26,688,1,8,8.75,4.4,0,308643.06
2024-08-27,2095,3,75,19.04,4.0,0,514492.66
2024-08-27,2196,3,72,17.16,6.9,1,618239.23
2024-08-27,3116,4,60,20.23,5.7,0,793891.58
2024-08-28,1394,2,66,5.99,8.4,0,492795.94
2024-08-28,1360,2,43,12.09,8.1,0,469545.66
2024-08-28,2990,4,50,12.82,8.3,0,827283.04
2024-09-01,1689,2,53,23.36,5.2,0,460735.97
2024-09-01,2926,5,35,9.07,8.6,0,850164.87
2024-09-01,1494,2,32,15.12,5.3,0,449488.26
2024-09-02,1947,3,40,5.56,7.3,0,580712.19
2024-09-02,2460,4,9,16.05,3.5,0,668638.76
2024-09-02,2940,5,26,3.14,7.7,0,889521.15
2024-09-03,1839,3,36,27.59,5.7,0,467230.58
2024-09-03,779,1,85,2.19,6.1,0,249112.86
2024-09-03,631,1,5,11.79,7.0,1,335731.61
2024-09-04,2926,4,64,13.05,6.9,0,758501.55
2024-09-04,562,1,11,10.23,6.7,1,323365.81
2024-09-04,1033,2,2,5.34,7.4,1,477932.71
2024-09-05,2516,3,78,20.38,8.3,0,667170.37
2024-09-05,2809,4,6,8.91,7.2,0,840082.09
2024-09-05,3160,5,1,19.65,7.0,0,902541.55
2024-09-06,676,1,77,26.91,4.2,0,158935.07
2024-09-06,977,1,39,15.24,7.0,0,329922.66
2024-09-06,1819,2,71,10.41,7.5,0,516302.73
2024-09-07,2124,4,43,24.55,4.3,0,546732.8
2024-09-07,1222,2,66,21.07,8.8,0,381820.45
2024-09-07,1510,3,61,23.65,9.3,0,475510.58
2024-09-08,2164,4,9,22.17,6.6,0,676361.65
2024-09-08,1440,3,19,1.93,4.9,0,494223.98
2024-09-08,1886,3,35,0.83,5.3,0,553403.35
2024-09-09,2614,4,3,26.06,4.8,1,741968.91
2024-09-09,2627,5,80,19.93,8.0,0,673833.64
2024-09-09,2797,4,15,17.02,4.4,0,738175.21
2024-09-10,2087,3,43,10.67,7.7,0,622890.91
2024-09-10,1792,3,19,1.43,6.6,0,589417.98
2024-09-10,2061,4,56,22.69,3.5,0,544298.92
2024-09-11,2698,4,21,19.03,4.7,1,756352.99
2024-09-11,2657,5,50,6.1,8.2,1,825809.9
2024-09-11,2073,3,85,20.19,6.3,1,559325.7
2024-09-12,2689,4,75,19.4,8.4,0,725481.64
2024-09-12,2143,4,21,20.51,7.2,0,644614.4
2024-09-12,2850,4,48,9.45,9.5,0,827534.44
2024-09-13,961,1,49,7.65,7.0,0,356925.94
2024-09-13,2052,3,22,7.22,5.7,1,626826.14
2024-09-13,2074,3,39,1.03,6.3,0,645295.17
2024-09-14,2388,4,36,7.62,4.6,0,659887.75
2024-09-14,2897,4,84,21.9,9.4,0,790108.69
2024-09-14,2847,4,76,14.91,5.3,0,731980.49
2024-09-15,2101,3,48,25.86,8.1,1,634479.83
2024-09-15,2217,4,33,14.04,6.8,0,688043.45
2024-09-15,713,2,2,8.07,6.8,0,355413.05
2024-09-16,2934,5,70,7.44,5.1,0,769756.65
2024-09-16,1235,3,37,23.56,7.7,0,412949.09
2024-09-16,2593,4,46,12.53,6.8,0,742846.24
2024-09-17,828,1,47,19.49,8.8,0,283330.47
2024-09-17,2235,4,74,14.68,7.0,0,624490.24
2024-09-17,1878,3,85,0.77,8.8,0,580609.78
2024-09-18,3180,6,72,15.19,6.6,0,850005.96
2024-09-18,2066,3,78,20.16,4.3,0,479554.9
2024-09-18,1231,2,12,9.94,9.6,0,512372.17
2024-09-19,1578,3,64,20.53,6.0,0,455430.51
2024-09-19,2100,4,51,20.87,8.8,1,643430.25
2024-09-19,1338,2,24,12.97,9.3,0,513866.4
2024-09-20,1566,2,10,4.38,4.3,0,476606.03
2024-09-20,669,1,19,18.33,9.0,0,277860.93
2024-09-20,2008,3,31,12.59,8.7,0,620892.79
2024-09-21,2545,3,85,3.04,9.0,0,736908.09
2024-09-21,2065,4,16,17.07,5.3,0,596322.43
2024-09-21,899,2,72,22.1,5.0,0,232547.24
2024-09-22,2743,4,9,3.18,5.3,0,787732.2
2024-09-22,1187,1,37,19.92,8.4,0,341864.17
2024-09-22,1693,2,68,20.36,5.2,0,418801.86
2024-09-23,1740,2,65,25.42,4.2,1,453552.04
2024-09-23,2969,5,49,10.28,4.4,0,834023.52
2024-09-23,2269,3,30,7.68,6.6,1,719901.79
2024-09-24,2143,4,35,21.88,7.2,0,630001.15
2024-09-24,1512,3,3,21.03,9.2,0,513234.25
2024-09-24,1494,2,4,13.03,3.9,0,427366.47
2024-09-25,939,1,68,10.13,6.6,0,272718.62
2024-09-25,1778,3,64,14.03,6.8,1,563490.47
2024-09-25,2574,5,75,11.67,5.4,0,675133.14
2024-09-26,2057,4,54,10.02,5.5,0,585983.68
2024-09-26,2400,4,26,15.99,9.6,0,755629.56
2024-09-26,3008,5,3,20.41,4.7,0,805964.23
2024-09-27,1380,2,7,14.66,5.0,1,469122.84
2024-09-27,1168,2,27,18.38,6.0,0,369206.77
2024-09-27,1218,2,65,16.06,7.9,0,395975.02
2024-09-28,2791,4,4,7.64,7.1,0,826218.21
2024-09-28,2295,4,12,7.03,8.3,1,782488.1
2024-09-28,744,1,43,8.65,7.8,0,276984.58
2024-10-01,2427,4,14,2.12,6.4,0,742828.06
2024-10-01,2890,4,12,8.92,6.9,0,830499.7
2024-10-01,1021,1,9,3.41,7.8,0,403228.82
2024-10-02,1250,1,58,19.67,7.4,0,370342.98
2024-10-02,604,1,7,1.69,6.0,1,362799.71
2024-10-02,2766,5,62,25.19,7.0,1,746911.32
2024-10-03,1401,3,13,10.2,6.6,0,512541.94
2024-10-03,2991,5,61,13.46,6.6,0,803285.0
2024-10-03,2985,5,34,2.5,5.8,0,849401.8
2024-10-04,1298,2,15,22.34,4.2,1,414404.49
2024-10-04,2483,4,79,24.57,6.1,0,639928.99
2024-10-04,1300,1,32,7.07,6.4,0,454593.11
2024-10-05,1325,2,64,27.31,3.9,0,313689.84
2024-10-05,2496,4,28,23.48,6.2,0,699061.21
2024-10-05,1441,3,84,21.67,8.7,0,448565.02
2024-10-06,859,1,19,13.51,6.1,0,316452.04
2024-10-06,650,2,16,17.38,6.8,0,334022.44
2024-10-06,1898,3,8,6.67,6.6,1,656198.82
2024-10-07,2451,3,68,14.96,6.8,0,622389.55
2024-10-07,785,2,25,24.59,9.3,0,338419.74
2024-10-07,2071,3,22,19.73,7.3,1,659565.04
2024-10-08,2100,2,24,15.58,7.2,0,599104.66
2024-10-08,1338,1,50,18.99,7.6,0,380521.1
2024-10-08,3136,5,79,22.35,6.8,1,811514.43
2024-10-09,2037,3,70,18.91,8.7,0,595170.73
2024-10-09,3009,4,50,1.48,7.1,0,785784.93
2024-10-09,703,1,52,4.18,5.0,0,263980.16
2024-10-10,1178,1,23,25.3,7.5,0,379863.62
2024-10-10,3178,4,54,17.93,8.9,0,914516.35
2024-10-10,980,1,23,12.39,6.1,0,371749.45
2024-10-11,1425,2,71,3.29,8.3,0,436191.12
2024-10-11,1087,2,42,18.19,6.7,0,358113.36
2024-10-11,1661,3,3,24.47,4.4,0,500563.52
2024-10-12,559,1,9,23.31,6.1,0,230663.06
2024-10-12,1720,3,74,8.01,9.7,0,546053.76
2024-10-12,847,1,73,9.68,5.8,0,245890.97
2024-10-13,2855,5,6,1.67,9.3,0,908560.43
2024-10-13,920,1,47,5.7,9.1,0,400253.95
2024-10-13,2784,4,49,24.75,6.4,0,714571.06
2024-10-14,1593,3,9,2.31,8.2,0,600278.81
2024-10-14,2337,4,20,1.77,9.1,0,750556.89
2024-10-14,1061,2,15,3.02,7.4,1,475248.28
2024-10-15,1468,2,63,0.82,7.9,0,486305.56
2024-10-15,1001,1,53,16.11,9.6,1,389583.2
2024-10-15,3070,5,52,24.24,3.5,0,770020.48
2024-10-16,3171,5,81,14.47,5.7,0,819008.05
2024-10-16,2471,4,44,7.1,7.5,1,758505.76
2024-10-16,1437,3,77,12.77,8.8,0,477013.76
2024-10-17,2457,4,23,0.85,3.9,0,714648.36
2024-10-17,1146,2,9,13.19,8.5,0,460974.44
2024-10-17,2185,3,59,17.41,8.2,0,620052.42
2024-10-18,862,1,37,19.48,9.0,1,397642.95
2024-10-18,1251,2,82,17.24,5.4,0,332072.13
2024-10-18,3137,4,38,26.81,5.7,0,799949.2
2024-10-19,2182,4,18,26.43,5.2,0,634344.08
2024-10-19,659,1,67,19.14,9.7,1,316483.95
2024-10-19,2938,4,42,10.37,8.1,0,814421.14
2024-10-20,2027,2,80,5.94,5.9,0,555540.24
2024-10-20,1750,3,32,15.49,9.8,0,612213.56
2024-10-20,3129,5,31,0.94,5.7,0,880059.04
2024-10-21,772,1,78,21.99,6.8,0,217061.5
2024-10-21,1749,2,14,21.29,8.0,1,578003.72
2024-10-21,1214,2,83,1.09,7.2,1,456887.79
2024-10-22,1812,4,54,5.96,9.5,0,624676.02
2024-10-22,2363,3,29,14.71,8.7,0,717740.87
2024-10-22,2217,4,25,11.6,7.7,0,651658.72
2024-10-23,1929,2,48,16.11,9.8,0,564203.99
2024-10-23,2533,4,5,19.54,4.3,0,694019.35
2024-10-23,2891,5,1,26.56,7.7,0,863635.36
2024-10-24,3200,4,71,23.89,7.5,0,832929.08
2024-10-24,792,1,13,2.09,6.9,0,383623.66
2024-10-24,2696,4,38,24.22,8.5,1,782556.98
2024-10-25,1940,2,68,20.43,9.0,0,572259.92
2024-10-25,2945,4,75,6.64,7.7,0,777320.78
2024-10-25,1903,4,72,4.29,5.3,0,585769.47
2024-10-26,734,1,10,18.12,9.5,0,354136.77
2024-10-26,3131,5,77,5.25,3.5,0,792469.45
2024-10-26,3105,5,1,24.64,6.5,1,894190.81
2024-10-27,1017,2,24,8.11,3.6,0,319801.68
2024-10-27,2459,3,74,13.68,8.9,0,682720.68
2024-10-27,977,2,52,24.2,8.7,0,322343.26
2024-10-28,3054,4,53,1.96,8.1,0,886574.13
2024-10-28,1144,2,51,21.56,6.9,0,358593.71
2024-10-28,2462,5,26,26.44,5.6,0,667542.31
2024-11-01,1915,3,43,22.59,9.2,0,598639.83
2024-11-01,2631,5,71,21.04,9.0,0,740580.71
2024-11-01,2907,4,30,2.09,6.1,0,813853.62
2024-11-02,2469,4,13,15.85,7.8,0,736169.65
2024-11-02,1840,2,12,14.59,8.7,1,625352.76
2024-11-02,897,2,70,26.77,5.4,1,283713.89
2024-11-03,1664,2,30,12.94,9.0,0,550025.66
2024-11-03,2364,4,58,7.29,8.6,0,718026.05
2024-11-03,564,2,63,22.23,5.6,0,195963.28
2024-11-04,1899,3,52,25.84,6.4,0,534385.35
2024-11-04,680,1,20,14.84,6.4,0,305050.8
2024-11-04,644,1,57,25.21,7.7,0,198431.14
2024-11-05,1696,3,30,2.11,4.5,0,522864.45
2024-11-05,3044,5,74,19.46,6.3,0,780320.17
2024-11-05,3073,5,41,9.63,6.4,1,898102.06
2024-11-06,3026,5,83,9.05,5.7,0,763150.0
2024-11-06,3140,5,36,22.4,7.9,1,918997.9
2024-11-06,1894,3,34,16.36,6.5,0,558765.09
2024-11-07,1615,2,71,24.88,4.6,0,379713.5
2024-11-07,1492,3,71,3.08,6.8,1,507266.6
2024-11-07,1275,2,59,18.25,3.8,0,314263.95
2024-11-08,1205,2,29,12.71,3.7,0,348225.07
2024-11-08,793,1,13,25.31,7.5,0,325917.55
2024-11-08,2801,5,76,23.89,9.7,0,740578.07
2024-11-09,2414,3,83,26.07,8.0,0,648374.4
2024-11-09,1738,3,34,7.46,5.1,0,504212.99
2024-11-09,2160,3,85,18.9,9.7,0,620421.05
2024-11-10,2698,4,55,24.58,7.6,0,725435.39
2024-11-10,2909,5,52,15.63,6.0,0,778816.02
2024-11-10,2728,4,7,21.46,5.3,0,739969.75
2024-11-11,1938,3,10,21.96,9.7,0,642804.07
2024-11-11,773,2,29,18.08,3.9,1,313211.31
2024-11-11,2676,4,75,23.87,5.8,0,662517.55
2024-11-12,937,1,83,1.16,4.9,1,327221.68
2024-11-12,1162,2,11,2.62,4.3,1,438309.03
2024-11-12,1411,2,36,6.32,8.6,0,524922.88
2024-11-13,1979,2,80,27.24,8.6,0,516118.41
2024-11-13,1413,3,69,2.04,6.8,0,452873.78
2024-11-13,2812,5,64,10.85,9.2,0,842331.82
2024-11-14,2089,4,69,20.55,8.5,0,591735.31
2024-11-14,2230,3,43,10.58,8.4,1,696850.84
2024-11-14,1811,3,54,26.01,6.0,0,490576.56
2024-11-15,754,2,49,11.79,7.2,0,316583.01
2024-11-15,2988,5,31,17.05,8.3,1,897014.1
2024-11-15,2998,5,31,25.33,8.2,0,833468.68
2024-11-16,2323,4,66,5.93,6.0,0,657264.68
2024-11-16,995,1,67,21.56,6.6,0,298379.18
2024-11-16,1964,3,37,10.42,7.3,0,608830.17
2024-11-17,1120,2,11,16.03,8.5,0,416793.25
2024-11-17,1871,3,18,13.98,8.6,0,635773.72
2024-11-17,737,2,23,22.76,7.4,0,362681.43
2024-11-18,1757,3,60,0.78,6.3,0,529957.79
2024-11-18,1085,1,26,8.41,5.7,0,377138.62
2024-11-18,950,2,56,18.07,3.8,0,266240.86
2024-11-19,2809,4,20,8.22,7.7,1,840220.31
2024-11-19,2770,5,61,25.4,7.3,0,744695.91
2024-11-19,3063,4,21,21.99,8.3,0,835782.5
2024-11-20,593,1,6,13.73,4.8,0,249952.15
2024-11-20,1427,3,53,22.16,8.5,0,449164.74
2024-11-20,1272,1,37,25.76,9.1,1,448252.36
2024-11-21,1400,2,13,23.88,5.1,0,406830.11
2024-11-21,843,1,16,27.92,6.9,0,281208.34
2024-11-21,2500,4,18,16.54,6.9,1,778274.02
2024-11-22,826,2,69,0.92,7.5,0,351793.94
2024-11-22,737,1,68,23.08,8.1,0,272932.39
2024-11-22,1290,2,38,8.53,7.5,0,446259.07
2024-11-23,587,1,7,21.59,4.3,0,182697.5
2024-11-23,1306,2,48,16.19,3.7,0,342427.64
2024-11-23,1005,1,73,1.61,7.9,0,333513.93
2024-11-24,2323,4,36,23.28,9.4,1,725781.31
2024-11-24,2283,4,23,18.31,7.6,0,685223.59
2024-11-24,2420,4,0,7.25,5.0,0,725480.55
2024-11-25,2918,4,81,5.32,5.2,1,796369.24
2024-11-25,1560,3,79,27.02,9.2,0,454938.65
2024-11-25,1223,1,28,16.04,6.3,0,377873.15
2024-11-26,1542,2,43,20.92,5.2,1,467721.74
2024-11-26,2403,4,4,10.93,5.4,0,717289.78
2024-11-26,946,2,49,19.99,9.6,0,362682.04
2024-11-27,796,1,18,19.48,4.3,0,282359.01
2024-11-27,2699,4,13,15.93,3.7,1,775733.16
2024-11-27,1862,3,11,11.49,8.4,0,622700.79
2024-11-28,2693,5,44,24.98,4.9,0,740690.35
2024-11-28,2953,5,63,4.45,6.5,1,831931.16
2024-11-28,1076,2,8,2.25,8.1,0,451130.27
2024-12-01,841,1,72,9.59,9.7,0,330654.01
2024-12-01,1871,2,84,12.47,6.0,1,509085.89
2024-12-01,1945,3,67,22.3,4.5,0,489429.94
2024-12-02,1524,2,39,12.8,9.0,1,536440.6
2024-12-02,733,2,17,14.69,6.9,0,307212.62
2024-12-02,2107,4,69,9.61,8.9,0,669148.09
2024-12-03,3065,5,37,8.99,5.9,0,883798.61
2024-12-03,1849,3,42,12.42,3.5,0,478418.6
2024-12-03,1248,1,40,8.78,7.4,1,436806.5
2024-12-04,2568,3,46,7.48,9.1,1,780065.13
2024-12-04,2998,5,68,5.73,6.4,0,842553.85
2024-12-04,553,1,23,2.2,6.7,0,318818.52
2024-12-05,1867,3,9,16.86,5.2,0,572272.45
2024-12-05,2061,3,55,15.26,5.9,0,559985.59
2024-12-05,2358,4,66,2.72,5.3,0,658436.17
2024-12-06,1669,3,3,21.03,4.6,0,513992.86
2024-12-06,2265,4,75,13.24,9.2,0,696260.99
2024-12-06,2925,4,33,12.77,4.4,0,748231.43
2024-12-07,2019,3,15,14.31,5.3,0,602883.66
2024-12-07,2908,4,40,2.47,4.3,0,768951.45
2024-12-07,3137,5,13,20.3,4.0,0,815017.3
2024-12-08,641,1,79,22.25,9.1,0,220448.57
2024-12-08,2238,3,1,24.21,5.4,0,617294.87
2024-12-08,2473,3,66,16.76,7.7,0,668570.92
2024-12-09,1628,3,85,20.04,6.8,0,424360.06
2024-12-09,1539,3,46,1.81,9.0,1,557328.63
2024-12-09,908,1,48,2.48,6.7,0,376091.93
2024-12-10,2174,4,52,10.07,6.3,0,635808.08
2024-12-10,2381,4,67,22.07,4.6,0,593890.08
2024-12-10,2933,4,6,18.85,9.2,0,875963.38
2024-12-11,1223,3,34,23.32,9.7,1,459028.85
2024-12-11,1748,2,44,21.65,7.8,0,494384.43
2024-12-11,2690,4,57,2.61,4.2,0,724660.77
2024-12-12,2275,4,46,2.31,6.6,0,678547.03
2024-12-12,2135,4,56,6.43,9.6,0,690606.15
2024-12-12,1873,3,15,22.65,7.3,0,582949.24
2024-12-13,2728,4,34,24.94,5.5,0,738838.85
2024-12-13,740,1,7,27.05,9.2,0,325772.55
2024-12-13,2906,4,19,20.64,3.7,0,750627.95
2024-12-14,2324,3,14,1.45,5.5,0,718937.69
2024-12-14,2989,4,84,4.11,3.7,0,708576.11
2024-12-14,2219,3,19,26.22,7.8,0,654163.04
2024-12-15,873,1,8,4.56,7.2,0,368912.27
