snapshot_date,tenure_months,logins_30d,support_tickets_30d,monthly_spend,recent_price_rise,churned
2024-05-21,2,0,0,58.89,1,1
2024-05-21,45,32,3,134.7,0,0
2024-05-21,14,23,6,126.02,0,0
2024-05-22,55,5,0,138.43,0,0
2024-05-22,30,6,1,70.94,0,0
2024-05-22,6,20,2,54.79,0,0
2024-05-22,56,31,2,159.78,0,0
2024-05-22,31,2,1,77.06,1,1
2024-05-23,41,7,1,80.51,0,0
2024-05-23,16,17,5,130.35,0,0
2024-05-23,26,1,7,71.45,1,1
2024-05-23,64,3,7,157.12,0,1
2024-05-23,18,22,5,126.36,0,1
2024-05-24,8,24,0,55.42,0,0
2024-05-24,43,34,3,104.09,1,0
2024-05-24,3,16,4,27.11,0,0
2024-05-24,25,16,4,106.92,0,0
2024-05-24,72,5,2,139.09,0,0
2024-05-25,53,1,2,128.25,0,0
2024-05-25,27,15,6,88.52,0,1
2024-05-25,39,35,6,130.58,0,0
2024-05-25,41,27,1,90.27,0,0
2024-05-25,20,24,2,102.64,0,0
2024-05-26,12,3,7,62.09,1,1
2024-05-26,11,4,3,44.32,0,1
2024-05-26,12,29,0,74.21,1,0
2024-05-26,51,21,5,145.8,1,0
2024-05-26,51,27,3,105.13,0,0
2024-05-27,43,20,3,112.66,1,1
2024-05-27,57,28,2,114.42,0,0
2024-05-27,72,23,2,127.03,0,0
2024-05-27,36,27,2,96.31,0,0
2024-05-27,3,21,6,33.82,1,1
2024-05-28,26,4,7,89.2,0,1
2024-05-28,55,23,2,151.61,0,0
2024-05-28,28,28,7,90.05,0,0
2024-05-28,27,31,1,147.34,0,0
2024-05-28,29,4,2,80.78,0,0
2024-06-01,37,27,6,115.88,0,0
2024-06-01,69,29,4,173.74,0,0
2024-06-01,59,31,1,136.0,0,0
2024-06-01,45,31,1,77.49,0,0
2024-06-01,55,14,5,122.13,0,1
2024-06-02,57,35,2,129.59,0,0
2024-06-02,14,23,3,73.49,0,0
2024-06-02,1,29,7,92.32,0,1
2024-06-02,58,3,7,196.61,0,0
2024-06-02,6,13,2,61.94,1,0
2024-06-03,37,16,7,146.89,0,0
2024-06-03,28,1,4,97.65,0,0
2024-06-03,30,13,7,89.08,0,0
2024-06-03,19,15,1,58.79,0,0
2024-06-03,12,21,7,115.11,1,1
2024-06-04,54,1,2,95.38,0,1
2024-06-04,56,8,6,142.4,1,0
2024-06-04,19,31,6,43.89,0,0
2024-06-04,62,10,3,192.69,0,0
2024-06-04,13,0,3,91.66,1,1
2024-06-05,42,15,7,73.02,1,1
2024-06-05,56,10,5,134.85,0,0
2024-06-05,66,35,2,171.65,0,0
2024-06-05,8,15,7,89.37,0,1
2024-06-05,30,16,2,126.86,0,0
2024-06-06,72,25,2,103.31,0,0
2024-06-06,58,23,7,125.11,0,0
2024-06-06,72,21,3,169.06,0,0
2024-06-06,72,18,4,126.24,0,0
2024-06-06,39,24,7,116.4,0,1
2024-06-07,71,26,0,149.53,1,0
2024-06-07,8,23,3,77.46,0,0
2024-06-07,26,29,1,52.19,0,0
2024-06-07,23,32,3,68.54,0,0
2024-06-07,25,17,4,97.25,0,0
2024-06-08,39,10,1,83.28,0,0
2024-06-08,58,14,6,163.81,0,0
2024-06-08,4,20,7,44.47,0,1
2024-06-08,71,9,0,140.95,1,0
2024-06-08,9,27,2,65.11,0,1
2024-06-09,63,25,6,104.22,1,0
2024-06-09,28,23,6,74.25,0,0
2024-06-09,27,35,2,117.67,0,0
2024-06-09,66,0,0,144.41,0,0
2024-06-09,11,19,3,100.42,0,1
2024-06-10,15,35,3,79.31,0,1
2024-06-10,51,22,2,125.88,0,0
2024-06-10,56,26,6,155.49,0,0
2024-06-10,44,25,7,108.6,0,0
2024-06-10,14,2,7,74.68,0,1
2024-06-11,10,15,6,70.4,0,1
2024-06-11,21,6,5,81.44,0,0
2024-06-11,21,32,5,79.69,0,0
2024-06-11,64,8,3,157.63,1,0
2024-06-11,70,33,2,182.15,0,0
2024-06-12,62,33,4,112.91,0,0
2024-06-12,4,26,5,86.88,0,0
2024-06-12,30,29,0,102.39,0,0
2024-06-12,20,29,2,82.54,0,0
2024-06-12,10,20,5,36.83,0,1
2024-06-13,58,34,3,132.75,0,0
2024-06-13,24,16,5,72.22,0,0
2024-06-13,21,13,1,103.04,1,1
2024-06-13,22,1,3,121.58,0,0
2024-06-13,47,3,1,133.13,0,0
2024-06-14,7,11,2,79.07,0,0
2024-06-14,66,26,2,124.23,0,0
2024-06-14,39,19,3,104.19,0,0
2024-06-14,32,29,1,116.93,0,0
2024-06-14,7,14,4,79.24,0,1
2024-06-15,53,23,5,122.83,0,0
2024-06-15,28,12,6,122.63,0,0
2024-06-15,36,28,2,90.19,0,0
2024-06-15,46,23,3,110.5,0,0
2024-06-15,67,28,4,135.64,0,0
2024-06-16,10,1,6,48.93,0,1
2024-06-16,6,20,7,59.5,1,1
2024-06-16,30,7,1,100.48,0,0
2024-06-16,15,0,3,67.58,0,0
2024-06-16,1,7,7,54.22,0,1
2024-06-17,57,16,6,172.27,0,0
2024-06-17,49,30,4,123.06,0,0
2024-06-17,7,11,1,72.35,0,1
2024-06-17,4,16,4,63.38,0,0
2024-06-17,27,28,0,98.68,0,0
2024-06-18,0,14,6,57.73,0,1
2024-06-18,15,11,0,43.38,0,0
2024-06-18,38,16,5,82.91,0,0
2024-06-18,71,2,1,156.28,0,0
2024-06-18,52,22,0,118.74,0,0
2024-06-19,61,32,6,110.11,1,0
2024-06-19,40,18,3,106.84,0,0
2024-06-19,47,7,6,107.96,0,0
2024-06-19,48,13,2,152.56,0,0
2024-06-19,53,5,0,120.3,0,0
2024-06-20,43,17,3,83.24,0,0
2024-06-20,21,16,7,50.24,0,1
2024-06-20,10,1,0,34.22,0,0
2024-06-20,57,9,5,145.72,0,0
2024-06-20,37,25,5,110.97,0,0
2024-06-21,48,24,4,138.73,1,0
2024-06-21,43,8,7,62.58,0,1
2024-06-21,32,0,1,98.82,1,1
2024-06-21,10,3,6,58.33,0,1
2024-06-21,23,13,6,73.55,1,0
2024-06-22,52,17,3,161.5,0,0
2024-06-22,63,2,2,155.57,0,0
2024-06-22,63,27,2,112.98,0,0
2024-06-22,13,23,0,105.84,0,0
2024-06-22,43,2,2,151.63,0,1
2024-06-23,0,17,5,40.53,0,1
2024-06-23,3,3,6,73.69,0,1
2024-06-23,26,26,4,99.16,0,0
2024-06-23,3,20,1,79.44,0,0
2024-06-23,5,8,1,30.0,0,1
2024-06-24,34,17,4,136.64,0,0
2024-06-24,65,22,6,150.97,0,0
2024-06-24,0,34,3,73.97,0,0
2024-06-24,12,23,6,78.16,0,0
2024-06-24,2,9,0,49.27,0,1
2024-06-25,40,26,3,100.86,0,0
2024-06-25,18,33,0,45.58,0,0
2024-06-25,38,30,6,85.16,0,0
2024-06-25,65,21,5,125.68,0,0
2024-06-25,55,19,5,137.31,0,0
2024-06-26,37,19,1,132.13,1,0
2024-06-26,56,5,7,145.35,0,0
2024-06-26,52,20,2,129.32,0,0
2024-06-26,16,5,5,101.26,0,0
2024-06-26,5,33,1,106.06,0,1
2024-06-27,62,29,3,173.84,0,0
2024-06-27,29,10,0,104.79,0,0
2024-06-27,35,22,5,98.27,0,0
2024-06-27,53,10,4,139.05,0,0
2024-06-27,47,11,0,133.86,0,0
2024-06-28,11,19,6,84.57,0,1
2024-06-28,14,10,5,121.5,0,1
2024-06-28,10,10,4,77.47,0,1
2024-06-28,69,15,1,151.12,0,0
2024-06-28,39,31,6,154.45,0,0
2024-07-01,54,24,4,147.07,0,0
2024-07-01,34,8,4,147.59,1,0
2024-07-01,57,6,0,148.94,0,0
2024-07-01,64,7,0,143.57,0,0
2024-07-01,13,27,6,93.68,0,0
2024-07-02,49,31,5,116.51,0,0
2024-07-02,5,26,0,83.31,0,0
2024-07-02,43,13,4,151.82,0,0
2024-07-02,1,12,7,32.99,0,1
2024-07-02,34,9,7,140.45,0,0
2024-07-03,48,6,3,119.49,0,0
2024-07-03,2,1,6,77.24,0,1
2024-07-03,9,32,7,54.16,0,0
2024-07-03,54,18,5,129.67,0,1
2024-07-03,29,32,0,109.44,0,0
2024-07-04,31,15,7,87.37,0,1
2024-07-04,25,8,7,64.4,0,1
2024-07-04,4,32,5,25.54,0,0
2024-07-04,54,13,5,133.05,0,0
2024-07-04,52,23,2,141.3,0,0
2024-07-05,31,34,5,91.63,0,1
2024-07-05,8,31,4,55.45,0,0
2024-07-05,43,24,2,131.79,0,0
2024-07-05,71,27,2,159.87,0,0
2024-07-05,45,32,5,169.18,0,0
2024-07-06,25,3,6,118.0,0,0
2024-07-06,58,23,0,154.5,1,0
2024-07-06,10,11,0,58.09,0,1
2024-07-06,3,9,3,92.21,0,0
2024-07-06,54,16,3,113.42,1,0
2024-07-07,12,18,0,100.8,0,1
2024-07-07,54,15,3,133.71,0,0
2024-07-07,10,31,7,131.0,0,0
2024-07-07,42,15,5,94.38,0,0
2024-07-07,71,17,7,167.33,0,0
2024-07-08,1,12,2,78.11,0,1
2024-07-08,4,13,5,57.51,1,1
2024-07-08,43,27,2,125.64,0,0
2024-07-08,24,25,2,55.33,0,0
2024-07-08,23,31,2,85.12,0,0
2024-07-09,72,24,0,174.04,0,0
2024-07-09,35,14,5,103.15,0,0
2024-07-09,27,28,7,98.47,1,0
2024-07-09,46,28,6,147.65,0,0
2024-07-09,66,30,5,137.77,0,0
2024-07-10,60,5,2,153.7,0,0
2024-07-10,9,7,3,97.07,0,1
2024-07-10,50,2,2,78.93,1,0
2024-07-10,35,5,4,73.13,1,0
2024-07-10,9,0,5,55.35,0,1
2024-07-11,6,33,1,75.21,0,0
2024-07-11,45,33,1,115.72,0,0
2024-07-11,16,5,6,61.46,0,1
2024-07-11,14,24,7,74.06,0,1
2024-07-11,28,4,1,100.42,0,1
2024-07-12,62,35,5,155.52,0,0
2024-07-12,31,17,4,71.64,0,0
2024-07-12,9,23,2,103.58,0,0
2024-07-12,41,0,7,91.76,0,0
2024-07-12,57,13,4,114.53,0,0
2024-07-13,63,17,1,125.68,0,0
2024-07-13,72,28,0,139.93,0,0
2024-07-13,0,8,3,60.04,0,1
2024-07-13,28,24,6,90.27,0,0
2024-07-13,34,32,5,78.7,0,0
2024-07-14,5,32,5,41.17,0,0
2024-07-14,37,10,1,85.52,1,0
2024-07-14,10,35,6,63.31,0,0
2024-07-14,12,20,5,64.18,0,1
2024-07-14,26,2,3,86.88,0,0
2024-07-15,32,0,7,103.58,0,1
2024-07-15,46,1,2,133.2,0,0
2024-07-15,50,24,4,94.02,0,0
2024-07-15,16,2,4,127.42,0,0
2024-07-15,47,29,0,151.66,0,0
2024-07-16,34,27,7,101.59,0,0
2024-07-16,39,1,4,179.73,0,0
2024-07-16,35,13,0,101.59,1,0
2024-07-16,51,18,6,140.73,0,0
2024-07-16,1,20,5,53.82,0,1
2024-07-17,24,2,1,66.83,0,0
2024-07-17,23,26,4,53.64,0,0
2024-07-17,0,30,4,32.5,0,1
2024-07-17,32,9,2,98.39,0,0
2024-07-17,35,30,2,125.21,0,0
2024-07-18,32,12,7,74.41,0,1
2024-07-18,22,30,0,86.61,0,0
2024-07-18,14,24,7,74.88,0,0
2024-07-18,9,11,0,60.59,0,0
2024-07-18,19,18,3,75.3,0,1
2024-07-19,21,30,0,66.44,0,0
2024-07-19,16,26,4,93.35,0,0
2024-07-19,59,26,4,105.36,0,0
2024-07-19,59,9,4,124.73,0,0
2024-07-19,60,15,7,140.26,0,0
2024-07-20,47,35,5,94.39,0,0
2024-07-20,11,32,0,74.68,0,0
2024-07-20,70,27,7,99.61,0,0
2024-07-20,31,7,3,82.79,1,1
2024-07-20,47,29,7,139.35,0,0
2024-07-21,40,19,1,132.55,0,0
2024-07-21,31,4,5,48.98,0,0
2024-07-21,69,9,4,180.8,0,0
2024-07-21,22,23,4,47.76,0,0
2024-07-21,61,30,5,164.65,0,0
2024-07-22,41,31,0,122.89,0,0
2024-07-22,8,29,6,36.81,0,0
2024-07-22,43,4,6,130.09,0,0
2024-07-22,33,29,5,93.38,0,0
2024-07-22,51,8,6,173.71,0,0
2024-07-23,38,34,6,80.41,0,0
2024-07-23,37,28,0,93.89,0,0
2024-07-23,53,35,4,132.45,1,0
2024-07-23,11,17,4,69.46,0,1
2024-07-23,2,14,5,81.83,0,1
2024-07-24,7,14,7,93.16,1,1
2024-07-24,13,35,0,92.37,0,0
2024-07-24,39,33,6,102.62,0,0
2024-07-24,21,1,0,60.36,1,1
2024-07-24,54,7,0,139.38,0,0
2024-07-25,50,21,6,118.0,0,0
2024-07-25,51,24,1,115.54,0,0
2024-07-25,8,2,6,87.88,0,0
2024-07-25,64,17,2,103.03,0,0
2024-07-25,13,18,1,38.61,1,0
2024-07-26,8,23,3,100.43,0,0
2024-07-26,44,23,4,151.57,0,0
2024-07-26,13,4,5,36.47,0,1
2024-07-26,35,31,2,51.87,0,0
2024-07-26,50,24,4,109.01,1,0
2024-07-27,43,1,2,145.76,0,1
2024-07-27,25,2,2,79.07,0,0
2024-07-27,48,10,6,129.25,0,0
2024-07-27,34,29,4,89.91,0,0
2024-07-27,40,17,4,83.57,0,0
2024-07-28,46,17,7,142.23,1,0
2024-07-28,1,31,3,65.05,0,0
2024-07-28,63,28,6,113.91,0,1
2024-07-28,63,33,4,164.09,0,0
2024-07-28,51,30,4,77.06,0,0
2024-08-01,2,29,2,73.79,0,1
2024-08-01,20,23,1,56.84,0,0
2024-08-01,5,23,0,41.41,0,0
2024-08-01,71,14,2,203.33,0,0
2024-08-01,1,8,1,93.01,0,1
2024-08-02,61,15,3,126.34,0,0
2024-08-02,6,9,1,92.32,0,1
2024-08-02,17,23,2,56.31,0,0
2024-08-02,65,23,3,158.14,0,0
2024-08-02,17,12,4,66.39,1,1
2024-08-03,56,19,7,139.48,0,0
2024-08-03,52,9,2,133.54,1,0
2024-08-03,64,32,3,170.06,0,0
2024-08-03,20,20,5,55.54,0,0
2024-08-03,56,35,1,108.9,0,0
2024-08-04,4,4,0,106.28,0,0
2024-08-04,57,30,0,151.86,0,0
2024-08-04,68,19,1,105.32,0,0
2024-08-04,70,13,3,139.44,0,0
2024-08-04,49,32,3,118.95,1,0
2024-08-05,26,9,1,67.92,0,0
2024-08-05,48,13,5,103.81,0,0
2024-08-05,15,15,2,79.95,0,0
2024-08-05,65,33,0,144.29,0,0
2024-08-05,0,4,3,83.03,0,1
2024-08-06,26,10,1,91.54,0,0
2024-08-06,31,28,6,97.36,0,0
2024-08-06,5,7,1,70.05,0,1
2024-08-06,1,28,0,33.46,0,1
2024-08-06,41,14,2,118.72,0,0
2024-08-07,14,26,7,92.14,0,0
2024-08-07,4,4,6,48.96,0,1
2024-08-07,10,0,6,64.54,0,1
2024-08-07,47,14,4,112.57,0,0
2024-08-07,52,31,6,150.31,0,0
2024-08-08,26,0,5,73.11,0,1
2024-08-08,57,1,1,153.71,0,0
2024-08-08,55,34,6,143.35,0,0
2024-08-08,2,2,7,96.98,0,1
2024-08-08,62,29,4,126.32,0,0
2024-08-09,25,2,2,97.78,0,0
2024-08-09,48,13,3,117.05,0,0
2024-08-09,0,20,5,53.47,0,0
2024-08-09,53,16,2,174.62,0,0
2024-08-09,72,12,6,191.19,0,0
2024-08-10,17,12,0,88.38,0,0
2024-08-10,61,19,1,133.53,0,0
2024-08-10,26,10,0,67.07,0,0
2024-08-10,31,16,6,45.97,1,0
2024-08-10,25,1,5,89.41,0,1
2024-08-11,9,23,6,53.95,1,0
2024-08-11,45,1,6,95.7,0,0
2024-08-11,44,31,3,84.72,0,0
2024-08-11,18,13,6,50.35,0,1
2024-08-11,14,12,1,55.34,0,0
2024-08-12,20,22,5,46.55,1,0
2024-08-12,40,3,4,116.86,0,1
2024-08-12,11,30,7,63.79,0,1
2024-08-12,32,20,5,116.19,0,0
2024-08-12,61,7,3,119.52,0,0
2024-08-13,41,3,7,113.08,1,0
2024-08-13,25,11,3,76.47,1,0
2024-08-13,3,3,1,27.86,0,1
2024-08-13,27,21,4,125.92,0,0
2024-08-13,6,10,2,16.49,0,0
2024-08-14,30,30,2,109.79,0,0
2024-08-14,25,27,1,51.97,0,0
2024-08-14,40,22,1,165.09,1,0
2024-08-14,64,19,5,111.46,0,0
2024-08-14,39,4,3,140.31,0,0
2024-08-15,35,31,3,69.01,0,0
2024-08-15,41,17,4,96.23,0,0
2024-08-15,15,9,2,48.27,0,1
2024-08-15,13,0,3,77.59,0,1
2024-08-15,15,7,4,96.98,0,0
2024-08-16,6,10,4,88.08,0,0
2024-08-16,34,16,7,51.68,1,0
2024-08-16,64,16,6,152.93,0,0
2024-08-16,16,12,5,115.23,0,0
2024-08-16,14,27,1,39.82,0,0
2024-08-17,46,21,6,125.07,0,0
2024-08-17,64,15,2,142.36,0,0
2024-08-17,0,24,6,36.96,0,1
2024-08-17,47,25,4,124.82,0,0
2024-08-17,61,21,2,97.33,1,0
2024-08-18,39,16,6,91.65,0,0
2024-08-18,63,3,4,125.41,0,0
2024-08-18,52,3,6,127.42,0,0
2024-08-18,48,0,0,89.64,0,0
2024-08-18,67,29,6,173.67,0,0
2024-08-19,19,35,5,104.67,0,0
2024-08-19,67,21,3,155.58,0,0
2024-08-19,49,11,3,101.8,0,0
2024-08-19,25,0,0,103.17,1,0
2024-08-19,24,3,4,38.72,0,1
2024-08-20,65,8,4,175.41,0,0
2024-08-20,54,5,2,109.01,1,0
2024-08-20,8,2,6,52.28,0,1
2024-08-20,15,20,3,62.42,0,1
2024-08-20,52,35,3,109.83,0,0
2024-08-21,40,8,7,128.12,0,1
2024-08-21,3,35,3,64.91,0,0
2024-08-21,70,16,2,171.23,0,0
2024-08-21,63,16,3,110.4,0,0
2024-08-21,22,22,5,94.59,0,0
2024-08-22,40,25,7,85.99,0,0
2024-08-22,48,18,0,125.27,0,0
2024-08-22,3,8,5,30.34,0,1
2024-08-22,42,30,1,128.77,0,0
2024-08-22,40,3,1,94.47,0,0
2024-08-23,16,16,6,112.48,1,1
2024-08-23,53,22,0,129.98,0,0
2024-08-23,0,7,7,97.61,0,0
2024-08-23,57,5,0,94.39,0,0
2024-08-23,42,14,6,106.49,0,0
2024-08-24,48,34,0,117.35,0,0
2024-08-24,34,25,1,120.45,0,0
2024-08-24,15,7,6,58.02,1,1
2024-08-24,22,6,2,26.82,0,1
2024-08-24,1,10,1,51.24,0,0
2024-08-25,44,35,2,101.56,0,0
2024-08-25,36,6,3,161.82,0,0
2024-08-25,23,23,3,77.58,0,0
2024-08-25,53,29,3,145.71,0,0
2024-08-25,56,28,3,125.63,0,0
2024-08-26,62,18,2,133.35,0,0
2024-08-26,36,29,1,110.7,0,0
2024-08-26,15,26,3,104.82,0,0
2024-08-26,44,32,5,75.06,0,0
2024-08-26,25,8,0,110.92,0,0
2024-08-27,38,11,6,103.31,0,1
2024-08-27,69,5,7,157.0,0,0
2024-08-27,48,20,5,134.3,0,0
2024-08-27,44,29,0,110.89,1,0
2024-08-27,72,27,2,162.76,1,0
2024-08-28,25,10,6,79.28,0,1
2024-08-28,27,24,0,134.68,0,0
2024-08-28,44,1,0,93.45,0,0
2024-08-28,28,23,5,60.72,0,0
2024-08-28,60,26,3,105.37,1,0
2024-09-01,70,20,5,137.24,0,0
2024-09-01,63,17,6,190.4,0,0
2024-09-01,14,23,1,111.86,0,0
2024-09-01,64,0,3,87.55,0,0
2024-09-01,18,26,6,138.25,0,0
2024-09-02,62,26,1,143.34,0,0
2024-09-02,44,22,7,102.44,0,0
2024-09-02,19,18,2,62.75,0,0
2024-09-02,46,12,1,117.32,0,0
2024-09-02,45,19,6,119.52,0,0
2024-09-03,38,19,7,79.17,1,1
2024-09-03,51,5,0,96.14,0,0
2024-09-03,72,16,3,112.57,0,0
2024-09-03,57,13,5,161.97,0,1
2024-09-03,52,1,6,130.5,0,0
2024-09-04,10,30,7,80.07,0,1
2024-09-04,39,14,1,129.85,0,0
2024-09-04,39,5,5,84.5,0,0
2024-09-04,53,25,4,136.29,0,0
2024-09-04,65,3,2,163.36,0,0
2024-09-05,0,24,5,65.7,1,1
2024-09-05,25,28,4,87.94,0,0
2024-09-05,50,13,7,77.91,1,0
2024-09-05,37,27,6,100.2,1,0
2024-09-05,1,7,6,45.93,1,1
2024-09-06,62,4,3,119.95,1,1
2024-09-06,54,5,2,155.38,0,0
2024-09-06,45,17,4,80.19,0,0
2024-09-06,52,24,5,129.92,1,0
2024-09-06,52,27,0,150.76,0,0
2024-09-07,51,32,3,131.03,0,0
2024-09-07,21,17,3,64.07,0,0
2024-09-07,47,34,6,105.39,1,0
2024-09-07,0,30,6,81.78,0,1
2024-09-07,0,29,4,43.71,0,1
2024-09-08,20,29,6,112.3,0,0
2024-09-08,59,12,1,127.44,0,0
2024-09-08,28,5,5,103.14,0,1
2024-09-08,32,25,1,111.15,1,0
2024-09-08,18,4,2,101.51,0,1
2024-09-09,34,23,0,111.2,0,0
2024-09-09,70,13,6,124.78,1,0
2024-09-09,12,19,1,103.09,0,0
2024-09-09,41,11,1,126.94,1,0
2024-09-09,7,17,7,72.57,0,0
2024-09-10,37,3,3,72.76,0,1
2024-09-10,55,30,4,117.4,0,0
2024-09-10,26,5,0,83.77,0,0
2024-09-10,67,13,3,176.99,0,0
2024-09-10,15,19,4,73.53,0,0
2024-09-11,61,29,6,100.58,0,0
2024-09-11,0,8,5,82.33,0,1
2024-09-11,30,28,1,107.79,0,0
2024-09-11,7,11,6,74.32,0,0
2024-09-11,49,16,0,88.54,0,0
2024-09-12,37,13,0,81.93,0,0
2024-09-12,54,30,5,122.51,0,0
2024-09-12,16,29,2,83.84,0,0
2024-09-12,16,29,5,62.22,1,1
2024-09-12,71,11,3,174.1,0,0
2024-09-13,31,33,7,76.68,1,0
2024-09-13,21,24,5,64.28,0,0
2024-09-13,8,28,5,75.02,0,0
2024-09-13,23,11,6,80.81,0,1
2024-09-13,66,3,6,152.4,0,0
2024-09-14,30,12,4,95.44,0,0
2024-09-14,33,4,3,112.63,0,0
2024-09-14,18,12,5,70.91,0,1
2024-09-14,8,14,6,43.5,0,1
2024-09-14,18,23,5,93.25,0,0
2024-09-15,45,8,5,142.98,0,0
2024-09-15,38,33,0,101.45,0,0
2024-09-15,4,0,2,103.16,0,1
2024-09-15,16,14,2,77.06,1,1
2024-09-15,18,29,1,75.98,0,0
2024-09-16,31,32,4,112.92,0,0
2024-09-16,68,20,6,134.08,0,0
2024-09-16,46,18,5,155.3,0,0
2024-09-16,44,21,6,154.18,0,0
2024-09-16,2,32,3,48.01,0,0
2024-09-17,36,5,0,95.36,0,1
2024-09-17,48,8,7,145.19,0,0
2024-09-17,38,12,1,100.42,0,0
2024-09-17,48,9,2,83.15,0,0
2024-09-17,71,12,2,135.87,0,0
2024-09-18,63,3,6,175.77,0,0
2024-09-18,24,8,3,94.85,0,0
2024-09-18,72,4,0,179.05,0,0
2024-09-18,63,1,0,143.25,0,0
2024-09-18,50,0,2,138.83,0,0
2024-09-19,59,18,2,177.52,1,0
2024-09-19,34,35,5,103.58,0,0
2024-09-19,13,35,0,47.95,0,0
2024-09-19,53,32,2,128.97,0,0
2024-09-19,22,15,5,121.94,0,0
2024-09-20,67,6,3,141.58,0,0
2024-09-20,16,20,2,55.28,0,0
2024-09-20,58,31,6,119.26,0,0
2024-09-20,46,13,7,135.32,0,0
2024-09-20,21,5,6,76.59,1,1
2024-09-21,29,9,3,87.47,0,1
2024-09-21,1,14,3,25.06,1,0
2024-09-21,46,33,1,73.36,0,0
2024-09-21,22,31,3,77.18,0,0
2024-09-21,2,15,1,74.32,1,0
2024-09-22,38,7,5,94.97,0,0
2024-09-22,50,35,5,97.65,0,0
2024-09-22,8,10,4,70.27,0,1
2024-09-22,45,16,5,156.05,0,0
2024-09-22,18,35,6,76.98,0,0
2024-09-23,65,11,4,136.63,0,0
2024-09-23,44,28,5,165.1,0,0
2024-09-23,48,0,1,111.51,0,0
2024-09-23,70,20,0,154.73,0,0
2024-09-23,45,28,0,130.06,0,0
2024-09-24,69,9,6,162.48,0,0
2024-09-24,7,26,0,51.91,0,0
2024-09-24,10,25,3,83.83,0,0
2024-09-24,20,2,0,44.56,0,0
2024-09-24,41,9,4,126.56,0,0
2024-09-25,33,24,2,108.59,0,0
2024-09-25,30,7,3,65.48,0,1
2024-09-25,19,4,7,61.46,0,1
2024-09-25,37,29,6,80.43,0,0
2024-09-25,24,33,2,83.88,0,0
2024-09-26,61,0,0,103.35,0,1
2024-09-26,21,17,7,62.37,0,1
2024-09-26,67,34,2,145.32,0,0
2024-09-26,9,30,0,96.07,0,0
2024-09-26,10,33,5,41.35,0,1
2024-09-27,40,17,1,130.51,0,0
2024-09-27,59,22,6,182.26,1,0
2024-09-27,15,30,2,64.78,0,0
2024-09-27,41,17,0,159.21,0,0
2024-09-27,31,0,4,114.06,0,1
2024-09-28,34,21,2,64.3,1,0
2024-09-28,47,31,6,139.47,0,0
2024-09-28,38,29,1,150.19,1,0
2024-09-28,26,34,4,49.17,0,0
2024-09-28,38,29,3,86.24,0,0
2024-10-01,16,10,2,87.48,0,0
2024-10-01,34,7,4,105.54,0,0
2024-10-01,33,23,0,104.75,0,0
2024-10-01,19,15,1,107.66,0,0
2024-10-01,20,16,1,66.3,0,0
2024-10-02,4,12,6,60.63,0,1
2024-10-02,26,31,0,79.35,0,0
2024-10-02,63,1,3,95.79,0,0
2024-10-02,14,33,2,93.31,1,0
2024-10-02,66,31,4,138.34,0,0
2024-10-03,6,0,0,66.17,0,0
2024-10-03,40,8,6,98.29,0,0
2024-10-03,19,33,4,61.47,0,0
2024-10-03,7,16,5,30.79,0,1
2024-10-03,67,13,1,130.31,0,0
2024-10-04,47,12,3,125.02,1,0
2024-10-04,8,32,6,4.55,0,1
2024-10-04,68,29,3,147.53,0,0
2024-10-04,30,29,2,139.11,0,1
2024-10-04,6,15,4,82.06,0,0
2024-10-05,41,22,4,88.54,0,0
2024-10-05,44,20,3,132.3,0,0
2024-10-05,15,0,6,49.88,0,1
2024-10-05,22,4,2,66.39,0,0
2024-10-05,36,20,3,115.16,0,0
2024-10-06,52,13,2,92.92,0,0
2024-10-06,23,25,2,111.69,0,0
2024-10-06,67,32,3,143.84,0,0
2024-10-06,18,9,1,105.2,0,0
2024-10-06,2,16,0,50.05,0,1
2024-10-07,15,11,6,82.7,0,1
2024-10-07,28,17,0,53.89,1,1
2024-10-07,15,17,5,85.86,0,1
2024-10-07,31,34,2,84.83,0,0
2024-10-07,1,27,4,84.92,0,0
2024-10-08,69,26,0,159.96,0,0
2024-10-08,5,17,5,67.1,0,1
2024-10-08,8,15,7,39.25,0,1
2024-10-08,62,11,5,182.97,1,0
2024-10-08,51,2,6,167.25,1,0
2024-10-09,34,25,7,142.48,1,0
2024-10-09,22,26,2,95.73,1,0
2024-10-09,37,15,0,91.63,0,0
2024-10-09,67,24,6,150.86,1,0
2024-10-09,25,16,5,89.11,1,0
2024-10-10,19,12,4,107.9,0,0
2024-10-10,52,27,2,150.67,0,0
2024-10-10,48,24,7,154.98,0,0
2024-10-10,26,15,6,108.28,0,1
2024-10-10,54,20,4,116.08,0,0
2024-10-11,29,16,4,143.45,0,0
2024-10-11,2,11,0,96.42,0,0
2024-10-11,61,13,7,121.06,1,0
2024-10-11,36,32,1,122.01,0,0
2024-10-11,40,2,7,133.6,0,0
2024-10-12,33,10,3,73.26,1,0
2024-10-12,16,13,4,57.47,0,0
2024-10-12,70,5,5,161.52,0,0
2024-10-12,6,21,7,74.36,0,0
2024-10-12,63,20,3,165.21,0,0
2024-10-13,64,18,1,161.61,0,0
2024-10-13,26,4,7,109.43,0,1
2024-10-13,32,9,6,61.17,0,1
2024-10-13,55,10,4,87.92,0,0
2024-10-13,44,2,7,112.06,0,1
2024-10-14,51,19,5,144.25,0,0
